name,host_id,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Cozy 500sqf Studio 4 ST stay,43883292,John,9/10/15,f,1,1,t,t,Glover Park,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,2,Real Bed,68,2,420,1525,100,$50.00 ,1,$0.00 ,7,1125,39,10/2/15,0,0,0,0,,,,f,f,moderate,f,f,1,
Spacious pad w/ panoramic DC view,4143940,Melinda,11/13/12,f,2,2,t,t,Glover Park,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,2,600,2000,,,1,$0.00 ,3,1125,47,10/2/15,1,7/28/15,7/28/15,3,100,10,10,f,f,flexible,f,f,1,0.44
Spacious 1BR near Nation. Cathedral,1155758,Zina,9/14/11,f,1,1,t,t,Cleveland Park,Washington,DC,20016,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,2,,,,$72.00 ,1,$0.00 ,3,10,7,10/2/15,1,7/8/15,7/8/15,3,80,10,8,f,f,moderate,f,f,1,0.34
2 BD apartment in Cathedral Heights,17044471,Sophie,6/20/14,f,1,1,t,f,,Washington,DC,20016,"Washington, DC",f,Apartment,Entire home/apt,4,2.5,2,3,Real Bed,170,3,1100,4500,400,$100.00 ,1,$0.00 ,3,9,273,10/3/15,1,9/24/15,9/24/15,4,100,,,f,f,moderate,f,f,1,1
"Airy, Spacious, 1bdr Apartment",28915174,Luda,3/7/15,f,1,1,t,t,Cleveland Park,Washington,DC,20016,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,105,2,650,2300,100,$50.00 ,2,$10.00 ,1,1125,347,10/3/15,7,3/14/15,9/27/15,4,91,10,9,f,f,moderate,f,f,1,1.03
Glover Park Large One Bedroom,4040630,Claire,11/2/12,f,1,1,t,f,Glover Park,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,67,2,,,100,,1,$0.00 ,2,1125,46,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
3BR Upper Georgetown TownHouse,13606800,Elizabeth,3/27/14,f,1,1,t,t,Glover Park,Washington,DC,20007,"Washington, DC",t,Townhouse,Entire home/apt,7,1,3,4,Real Bed,400,5,2400,,200,$50.00 ,6,$50.00 ,1,25,39,10/3/15,0,0,0,0,,,,f,t,flexible,f,f,1,
Beautiful Studio near Georgetown,41164360,Derek,8/11/15,f,1,1,f,t,Glover Park,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,3,1,0,1,Real Bed,75,2,500,,,$5.00 ,1,$0.00 ,1,4,329,10/3/15,2,9/23/15,9/27/15,4,100,10,10,f,f,flexible,f,f,1,2
Beautiful Garden Suite,37486005,Kay,7/4/15,f,2,2,t,t,Glover Park,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,,,,$30.00 ,1,$15.00 ,1,1125,0,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
Charming & Cozy Studio with Balcony,33221418,Flatbook,5/12/15,f,41,41,t,t,Wesley Heights,Washington,DC,20016,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,2,,,300,$95.00 ,1,$0.00 ,3,1125,0,10/2/15,0,0,0,0,,,,f,f,moderate,f,f,2,
Big Sunny Townhouse in Glover Park,5816475,Yuuki,4/7/13,f,2,2,t,t,Glover Park,Washington,DC,20007,"Washington, DC",t,House,Entire home/apt,5,2,3,3,Real Bed,150,2,1071,,,$50.00 ,1,$0.00 ,2,10,171,10/2/15,2,6/6/15,9/28/15,4,100,10,10,f,f,moderate,f,f,2,0.5
Heart Of DC Largest Studio Around,32453858,Jared,5/2/15,f,1,1,t,t,Cleveland Park,Washington,DC,20016,"Washington, DC",t,Apartment,Entire home/apt,3,1,0,1,Real Bed,64,2,,,,$25.00 ,1,$0.00 ,4,1125,24,10/2/15,1,8/8/15,8/8/15,3,,,,f,t,strict,f,f,1,0.53
Huge Studio,7365758,Georgina,7/8/13,f,1,1,t,f,Glover Park,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,200,3,525,1760,95,,1,$0.00 ,3,60,320,10/3/15,2,5/22/15,6/11/15,3,100,10,10,f,t,moderate,f,f,1,0.44
Spacious Studio - Glover Park,4783379,Kashmira,1/20/13,f,1,1,t,t,Glover Park,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,70,2,400,1440,250,$50.00 ,1,$10.00 ,1,1125,141,10/3/15,2,8/8/15,8/23/15,3,90,10,9,f,f,flexible,f,f,1,1.05
"Sunny, great location, roof top",30556800,Rouane,4/3/15,f,1,1,t,t,,Washington,DC,20016,"Washington, DC",f,Apartment,Private room,1,1,1,1,Couch,80,2,550,,450,$70.00 ,1,$0.00 ,1,300,363,10/2/15,0,0,0,0,,,,f,f,strict,f,f,1,
Spacious studio in Cleveland Park,13988289,Chelsea,4/7/14,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,97,2,,,,$25.00 ,1,$0.00 ,1,1125,77,10/3/15,1,9/26/15,9/26/15,4,100,10,10,f,f,flexible,f,f,1,1
Charming Apt. 2 Blocks from metro!,12696647,Lee-Ann,3/1/14,f,3,3,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,,,300,$75.00 ,1,$25.00 ,1,1125,309,10/2/15,0,0,0,0,,,,f,f,moderate,f,f,2,
Amazing Location in Woodley Park!,23535589,Stacey,11/9/14,t,1,1,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Townhouse,Entire home/apt,9,2.5,4,5,Real Bed,400,5,2500,8000,300,$220.00 ,9,$300.00 ,2,1125,307,10/2/15,28,1/6/15,9/19/15,4,98,10,10,f,f,strict,f,f,1,3.1
Studio apartment near metro,43899206,Brian,9/10/15,f,1,1,t,f,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,1,1,0,1,Airbed,54,2,,,,,1,$0.00 ,1,1125,0,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
"Heart of DC - Walk, Bus, Metro!",8113964,Wendy,8/12/13,f,2,2,t,t,Woodley Park,"Washington, D.C.",DC,20008,"Washington, D.C., DC",t,Apartment,Private room,1,1,1,1,Real Bed,75,2,,,150,$10.00 ,1,$0.00 ,1,1125,340,10/2/15,26,10/4/13,9/29/15,4,93,9,8,f,f,moderate,t,t,2,1.07
Beautiful Cleveland Park Apartment,23630423,Sherkhan,11/11/14,f,2,2,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,99,2,869,3066,,,1,$0.00 ,1,30,205,10/2/15,118,11/12/14,9/28/15,4,91,9,9,f,t,moderate,f,f,2,10.86
Private Room 2 blocks from metro,12696647,Lee-Ann,3/1/14,f,3,3,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,1,1,1,1,Real Bed,70,2,600,,150,,1,$0.00 ,1,1125,280,10/2/15,3,7/27/15,8/20/15,3,100,10,9,f,f,moderate,f,f,2,1.3
Woodley Park Apt. Near Metro,4096841,Candice,11/8/12,f,2,2,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,75,2,400,1400,200,$50.00 ,1,$0.00 ,2,5,73,10/2/15,0,0,0,0,,,,f,f,moderate,f,f,2,
Historic Cleveland Park !,17078364,Barbara,6/21/14,f,1,1,t,t,Cleveland Park,Washington,DC,20016,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,140,2,,,,,1,$0.00 ,1,1125,345,10/2/15,9,4/22/15,9/30/15,4,98,10,10,f,f,flexible,f,f,1,1.64
Woodley Park Studio Apartment,6961905,Theresa,6/17/13,t,1,1,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,160,3,1050,4000,200,$65.00 ,1,$0.00 ,2,28,336,10/2/15,44,11/9/13,9/30/15,4,98,10,10,f,f,moderate,f,t,1,1.9
Cozy in the City,44359570,Sasha,9/16/15,f,1,1,t,f,Cathedral Heights,Washington,DC,20016,"Washington, DC",t,Condominium,Entire home/apt,3,1,1,1,Real Bed,139,2,750,2100,600,$65.00 ,2,$45.00 ,1,30,334,10/2/15,0,0,0,0,,,,f,t,flexible,f,f,1,
Outstanding Cleveland Park Studio,15989964,Martha,5/26/14,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,4,1,0,1,Real Bed,95,2,850,2700,,$75.00 ,1,$0.00 ,1,1125,352,10/2/15,1,9/22/15,9/22/15,4,100,10,10,f,f,moderate,f,f,1,1
steps to CLEV. PARK METRO 1BR APT,1026901,Sheryl,8/27/11,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,115,2,700,2500,500,$35.00 ,4,$50.00 ,2,1125,304,10/2/15,4,8/16/15,9/18/15,4,95,10,10,f,f,moderate,f,f,1,2.45
Zen Oasis Close to Metro,9623490,Rosie,10/24/13,f,1,1,t,f,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,2,,,200,$35.00 ,1,$0.00 ,2,1125,57,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Brick Ranch with Off Street Parking,17197661,John,6/24/14,f,1,1,t,t,Cathedral Heights,Washington,DC,20007,"Washington, DC",t,House,Entire home/apt,6,3,3,3,Real Bed,500,5,,,,,1,$0.00 ,1,1125,0,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Cozy DC - One Bedroom,3488314,Brendan,9/6/12,f,1,1,t,t,Cathedral Heights,Washington,DC,20016,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,95,2,600,2600,250,$15.00 ,2,$20.00 ,1,4,307,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Woodley park luxury 1 br + den,29651707,Marla,3/19/15,f,1,1,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,5,1,2,2,Real Bed,175,3,750,,,$50.00 ,1,$0.00 ,1,1125,121,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Beautiful Woodley Park Apartment,23630423,Sherkhan,11/11/14,f,2,2,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,99,2,869,3066,,,1,$0.00 ,2,30,175,10/2/15,38,5/12/15,9/29/15,4,94,10,9,f,t,moderate,f,f,2,7.86
Cozy studio near the Zoo,22900744,Natalia,10/23/14,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,85,2,490,1650,,,1,$0.00 ,1,1125,293,10/3/15,45,11/17/14,8/30/15,3,88,9,9,f,f,flexible,f,f,1,4.21
1-bedroom - walk to metro and zoo!,153157,Francine,6/26/10,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,2,,,2250,$300.00 ,1,$0.00 ,1,1125,365,10/2/15,0,0,0,0,,,,f,f,strict,f,f,1,
Cleveland Park 3 Bedroom Parking,24338454,Jeff,11/30/14,f,3,3,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,House,Entire home/apt,6,1.5,3,3,Real Bed,435,5,,10000,2000,$165.00 ,0,$0.00 ,3,1125,178,10/2/15,6,3/29/15,5/18/15,2,97,10,9,f,f,moderate,f,f,2,0.95
Sun-filled 1BR with a view,9288772,Andrew,10/7/13,f,1,1,t,t,Cleveland Park,Washington,DC,20016,"Washington, DC",t,Condominium,Entire home/apt,2,1,1,1,Real Bed,125,2,,,150,$75.00 ,1,$0.00 ,2,1125,53,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
"Your B&B apart, 2 stops from Dupont",19988125,Matteo,8/13/14,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,98,2,580,2000,350,$49.00 ,2,$12.00 ,1,1125,159,10/3/15,8,6/10/15,9/26/15,4,93,10,10,f,f,flexible,f,f,1,2.07
Modern 1 Bedroom w Den,11370082,Zach,1/16/14,f,1,1,t,f,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Condominium,Entire home/apt,4,1,1,2,Real Bed,119,2,,2200,,,1,$0.00 ,14,21,62,10/3/15,1,8/15/15,8/15/15,3,100,10,10,f,f,flexible,f,f,1,0.6
Spacious Room in Vintage Apartment,44755586,Anne,9/21/15,f,1,1,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,80,2,400,,200,,1,$20.00 ,1,3,362,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
"Bright, clean & convenient space!",7654942,Salman & Alicia,7/22/13,f,2,2,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,90,2,550,,250,$25.00 ,1,$25.00 ,3,10,350,10/3/15,7,8/1/15,9/23/15,4,100,10,10,f,f,moderate,f,f,2,3.28
Urban Retreat Close to Metro,9791302,Jay,11/3/13,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,2,1015,,200,$35.00 ,1,$0.00 ,3,1125,345,10/3/15,24,1/17/14,9/9/15,4,96,10,10,f,f,flexible,f,f,1,1.15
Wonderful Woodley Park,8113964,Wendy,8/12/13,f,2,2,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,3,1,0,2,Real Bed,105,2,,,,,1,$0.00 ,1,1125,61,10/3/15,1,7/22/15,7/22/15,3,100,10,10,f,f,flexible,t,t,2,0.41
Bright and tidy apt with balcony,3400928,Edrian,8/28/12,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,650,,125,$15.00 ,1,$0.00 ,1,1125,325,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Quiet place next to Metro/Zoo/shops,37251915,Natasha,7/1/15,f,2,2,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,3,1,1,2,Real Bed,50,1,,,300,$19.00 ,1,$15.00 ,1,1125,359,10/3/15,2,9/13/15,9/28/15,4,100,10,10,f,f,moderate,f,f,2,2
Private Entrance and Washer/Dryer,10547370,Stephen,12/10/13,t,1,1,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,House,Private room,1,1,1,1,Real Bed,99,2,550,1650,,$30.00 ,0,$0.00 ,2,1125,141,10/3/15,26,7/9/14,9/12/15,4,96,10,10,f,f,moderate,f,f,1,1.73
Spacious Studio in Cleveland Park,39366221,Hande,7/23/15,f,1,1,t,t,,Washington,DC,20008,"Washington, DC",f,Apartment,Entire home/apt,2,1,0,1,Real Bed,70,2,470,,,$45.00 ,2,$15.00 ,2,20,363,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
Very Cute 1BR in Tenleytown,15100044,Cooper,5/4/14,f,1,1,t,t,Cleveland Park,Washington,DC,20016,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2,,,,,1,$0.00 ,1,1125,92,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Quiet 1BR apt next to Metro/Zoo,37251915,Natasha,7/1/15,f,2,2,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,99,2,,,300,$15.00 ,1,$15.00 ,1,1125,343,10/3/15,2,9/8/15,9/17/15,4,100,10,10,f,f,moderate,f,f,2,2
Spacious & Modern in Woodley Park,1864688,Art,3/5/12,f,7,7,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,185,3,,3350,,,1,$0.00 ,20,650,365,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,6,
"Close to metro, closer to hot tub",12993876,Alison,3/10/14,f,2,2,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,6,1,1,3,Real Bed,150,2,1000,3500,,$50.00 ,2,$25.00 ,2,1125,308,10/3/15,66,4/29/14,9/17/15,4,94,10,10,f,t,flexible,f,f,1,3.79
Gorgeous and spacious apartment,7270909,Rachel And Chris,7/3/13,f,1,1,t,f,Cleveland Park,"Washington, D.C.",DC,20008,"Washington, D.C., DC",t,Apartment,Private room,2,1,1,1,Real Bed,150,2,1000,,,,1,$0.00 ,1,1125,357,10/3/15,2,7/16/15,8/1/15,3,100,10,10,f,f,flexible,f,f,1,0.75
"Quiet, Comfortable, Charming",20648788,Emily,8/28/14,f,1,1,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,1,1,1,1,Real Bed,96,2,800,,,,1,$0.00 ,4,7,363,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
A quiet stay in central Washington,5028842,Maxim,2/9/13,f,1,1,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,2,1,1,1,Airbed,79,2,,,200,$35.00 ,1,$20.00 ,1,1125,332,10/3/15,0,0,0,0,,,,f,f,strict,t,t,1,
Cozy Stuido Steps Away From Metro,4192527,Megan,11/19/12,f,1,1,t,f,Cleveland Park,"Washington, D.C.",DC,20008,"Washington, D.C., DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,2,,,,,1,$0.00 ,3,365,365,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Nice apartment near the zoo,15815491,Tammy,5/21/14,f,1,1,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,109,2,649,,,,1,$0.00 ,1,1125,37,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
A Perfect Location In DC,45095645,Bijil,9/25/15,f,2,2,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,2,,,,$25.00 ,1,$50.00 ,1,1125,360,10/3/15,0,0,0,0,,,,f,f,moderate,f,f,2,
"Woodley Park, steps from Natnl Zoo",14973766,Juan & Rachel,5/1/14,f,1,1,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,2,,,,,1,$0.00 ,3,14,0,10/3/15,2,6/29/14,7/6/14,3,100,10,10,f,f,flexible,f,f,1,0.13
A Perfect location in Washington DC,45095645,Bijil,9/25/15,f,2,2,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,2,,,,$25.00 ,1,$50.00 ,1,1125,355,10/3/15,0,0,0,0,,,,f,f,moderate,f,f,2,
Woodley Park--Luxury/convenience,1160053,Jack,9/14/11,f,2,2,t,t,,Washington,DC,20008,"Washington, DC",f,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,900,,,,1,$0.00 ,2,1125,275,10/3/15,8,1/4/15,9/7/15,4,98,10,9,f,f,strict,f,f,1,0.88
"Sunny, Spacious, & Stunning Views!",37186189,Michelle,6/30/15,f,1,1,t,t,,Washington,DC,20008,"Washington, DC",f,Apartment,Entire home/apt,2,1,0,1,Real Bed,115,2,625,,,,1,$0.00 ,1,1125,204,10/3/15,3,7/5/15,9/24/15,4,100,10,10,f,f,moderate,f,f,1,0.99
Unbeatable Location in Woodley Park,12804388,Courtney,3/4/14,t,1,1,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,200,3,,,,,1,$0.00 ,2,6,329,10/3/15,12,11/14/14,8/15/15,3,95,10,10,f,f,moderate,f,f,1,1.11
Peaceful 1BR in Cleveland Park,39715151,Jackie,7/27/15,f,1,1,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,2,,,,$50.00 ,2,$25.00 ,2,1125,40,10/3/15,4,8/15/15,9/28/15,4,95,10,9,f,f,strict,f,f,1,2.4
Luxury DC 1BR Next to National Zoo,2306542,Anil,5/6/12,f,1,1,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,205,3,1400,3775,250,$85.00 ,1,$25.00 ,1,10,349,10/3/15,13,6/9/12,5/17/15,2,100,10,10,f,f,moderate,f,f,1,0.32
Private 1 bed apt in great location,1578338,Jessica,1/7/12,f,1,1,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,2,600,2400,,$20.00 ,2,$0.00 ,3,1125,118,10/2/15,8,2/16/15,5/19/15,2,98,10,10,f,f,flexible,f,f,1,1.04
Cozy Woodley Park Studio By Zoo!,44590673,Kayla,9/19/15,f,1,1,t,f,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,99,2,,,,$25.00 ,1,$0.00 ,1,5,62,10/3/15,1,9/25/15,9/25/15,4,100,10,10,f,f,flexible,f,f,1,1
Bright corner apt near zoo & metro,4953454,Ashley + Alex,2/3/13,f,1,1,t,t,,Washington,DC,20008,"Washington, DC",f,Apartment,Entire home/apt,4,1,1,1,Real Bed,104,2,619,,150,$45.00 ,2,$0.00 ,1,1125,204,10/2/15,4,8/23/15,9/20/15,4,100,10,10,f,f,strict,f,f,1,2.86
Charming Studio Near Zoo & Metro,16624122,Shanna,6/10/14,f,1,1,t,f,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,2,565,,,$25.00 ,1,$0.00 ,2,23,238,10/3/15,4,8/17/14,8/8/15,3,100,10,10,f,f,moderate,f,f,1,0.29
Beautiful 1 Bed in Georgetown,28870158,Brianna,3/6/15,f,1,1,t,t,Cathedral Heights,Washington,DC,20016,"Washington, DC",t,Condominium,Entire home/apt,3,1,1,1,Real Bed,125,2,655,1800,,$25.00 ,1,$0.00 ,1,1125,31,10/3/15,8,6/11/15,8/30/15,3,93,10,10,f,f,moderate,f,f,1,2.09
Cleveland Park 1/1 near Zoo/Metro,24338454,Jeff,11/30/14,f,3,3,t,t,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,115,2,,3300,,$120.00 ,2,$35.00 ,3,1125,178,10/3/15,7,3/12/15,6/30/15,3,97,10,10,f,f,moderate,f,f,2,1.02
"Bright, clean & convenient 2 Bed!",7654942,Salman & Alicia,7/22/13,f,2,2,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,4,1,2,2,Real Bed,185,3,,,500,$25.00 ,2,$10.00 ,2,1125,287,10/3/15,1,7/6/15,7/6/15,3,100,10,10,f,f,moderate,f,f,2,0.33
Private room and bath,2679057,Kristen,6/19/12,f,1,1,t,t,American University Park,Washington,DC,20007,"Washington, DC",f,Townhouse,Private room,2,1,1,1,Real Bed,85,2,400,1250,100,$50.00 ,1,$0.00 ,3,1125,59,10/2/15,1,8/16/15,8/16/15,3,100,10,10,f,f,flexible,f,f,1,0.61
The Heart of Washington D.C.,35895258,Alexis,6/15/15,f,1,1,t,f,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,99,2,,,,,1,$0.00 ,1,1125,97,10/2/15,16,6/24/15,9/13/15,4,95,10,10,f,f,flexible,f,f,1,4.71
Full 1BR - Windows on Wisconsin Ave,21566071,Ben,9/20/14,f,1,1,t,t,,Washington,DC,20016,"Washington, DC",f,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,,,,,1,$0.00 ,3,1125,365,10/2/15,11,10/12/14,8/21/15,3,92,9,8,f,f,flexible,f,f,1,0.92
Cozy Apartment near Zoo & Metro,849008,Eliane,7/21/11,f,1,1,t,f,Cleveland Park,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,66,2,450,1570,100,$10.00 ,1,$29.00 ,1,1125,330,10/3/15,33,9/22/14,7/3/15,3,93,9,10,f,f,strict,f,f,1,2.63
Woodley Park  Prestine 2Bed/2Bath,30380282,Renate,3/31/15,f,1,1,t,t,Woodley Park,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,3,2,2,2,Real Bed,150,2,850,2700,,$80.00 ,1,$0.00 ,3,1125,106,10/2/15,4,7/11/15,8/9/15,3,95,9,9,f,f,flexible,f,f,1,1.41
Sunny private entrance room,11311395,Amy,1/14/14,f,1,1,t,t,Barney Circle,Washington,DC,20003,"Washington, DC",t,Apartment,Private room,5,1,1,1,Pull-out Sofa,69,2,,,100,,1,$15.00 ,1,1125,364,10/3/15,0,0,0,0,,,,f,f,moderate,f,f,1,
Charming historical house!,8783442,Catherine,9/11/13,f,2,2,t,t,Capitol Hill,Washington,DC,20003,"Washington, DC",t,House,Entire home/apt,5,1,2,3,Real Bed,250,3,1200,,200,$40.00 ,1,$0.00 ,1,1125,284,10/3/15,15,4/5/14,8/29/15,3,91,9,9,f,f,flexible,f,f,2,0.82
"Vintage Goodies, Capitol Hill ",8008783,Cliff,8/7/13,f,30,30,t,t,Capitol Hill,Washington,DC,20003,"Washington, DC",t,House,Entire home/apt,6,2.5,2,3,Real Bed,350,4,2400,8000,,$150.00 ,4,$5.00 ,3,999,345,10/2/15,14,11/6/13,9/22/15,4,83,9,9,f,f,strict,f,f,27,0.6
Unique Modern Capitol Hill Rowhouse,4642626,Amy,1/9/13,f,7,7,t,t,Capitol Hill,Washington,DC,20003,"Washington, DC",t,House,Entire home/apt,6,2.5,3,3,Real Bed,440,5,2600,6000,1000,$180.00 ,4,$25.00 ,2,60,178,10/2/15,20,3/28/14,9/5/15,4,97,10,9,f,f,moderate,f,t,2,1.08
Capitol Hill Studio w/ parking,32306466,Naina,4/30/15,f,1,1,t,t,Capitol Hill,Washington,DC,20003,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,2,,,,$25.00 ,1,$0.00 ,3,1125,157,10/2/15,2,7/16/15,7/28/15,3,90,10,9,f,f,moderate,f,f,1,0.75
Capitol Hill Classic - chic urban,17633,Charlotte,5/18/09,f,32,32,t,t,Capitol Hill,Washington,DC,20002,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,2,Real Bed,169,3,916,3234,200,$75.00 ,3,$10.00 ,4,40,316,10/2/15,4,6/3/15,9/30/15,4,100,10,10,f,f,strict,f,t,29,0.98
BR in Historic Capitol Hill Rowhome,24986051,Meredith,12/18/14,f,2,2,t,t,Capitol Hill,Washington,DC,20003,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,120,2,600,1500,,,1,$0.00 ,1,1125,335,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
