property_type,price_range,room_type,number_of_reviews,smart_location,zipcode,host_identity_verified,host_is_superhost,neighbourhood
8,2,2,5,14,20011,0,1,78
1,2,1,39,14,20011,0,1,78
8,4,1,26,14,20011,1,1,78
11,2,1,1,14,20011,1,1,78
8,4,1,19,14,20011,1,1,78
1,2,1,2,14,20011,0,1,1
8,2,1,14,14,20011,0,1,1
1,2,1,3,14,20011,0,1,78
8,2,2,100,14,20011,0,0,78
8,2,2,4,14,20011,0,1,1
8,2,2,6,14,20011,0,1,78
8,3,1,3,14,20011,0,1,1
8,3,1,7,14,20011,0,1,78
1,2,1,3,14,20011,1,1,78
8,2,2,27,14,20011,0,1,78
8,2,2,101,14,20011,0,1,78
8,3,1,4,14,20011,0,1,1
1,2,2,0,14,20011,0,1,78
8,2,2,8,14,20011,0,1,12
8,2,2,116,14,20011,0,1,78
8,2,2,102,14,20011,0,1,78
1,2,1,0,14,20011,0,1,78
9,2,1,51,14,20011,0,1,1
8,2,2,1,14,20011,0,1,1
8,2,2,43,14,20011,0,1,1
1,2,1,17,14,20010,0,1,67
1,3,1,0,14,20011,0,1,1
1,2,2,1,14,20011,0,1,1
8,2,2,0,14,20011,0,1,78
8,2,2,12,14,20011,0,1,78
1,2,1,47,14,20011,1,1,78
8,2,2,1,14,20010,0,1,1
1,2,2,2,14,20010,0,1,1
8,3,1,0,14,20011,0,1,78
8,2,2,60,14,20011,0,1,1
8,2,1,0,14,20010,0,1,67
8,2,2,20,14,20011,0,0,1
8,2,2,0,14,20011,1,1,78
8,2,1,62,14,20011,0,0,78
8,3,1,2,15,20011,0,1,1
1,2,1,1,14,20010,0,1,26
1,1,3,1,14,20011,0,1,1
1,2,1,44,14,20011,0,0,28
8,1,2,2,14,20011,0,1,78
1,3,1,7,14,20011,1,1,28
1,2,1,69,14,20011,0,0,78
8,2,2,4,14,20011,1,1,78
1,2,2,0,14,20011,1,1,1
8,2,1,96,14,20011,0,1,28
1,3,1,1,14,20011,1,1,78
8,2,2,58,14,20011,0,1,78
8,2,2,4,14,20011,0,1,78
8,2,2,0,14,20011,0,1,78
1,2,2,5,14,20011,0,1,78
1,2,1,19,14,20010,0,1,77
8,1,2,6,14,20011,1,1,78
1,2,1,0,14,20011,1,1,78
1,1,1,2,14,20011,0,1,78
8,2,1,3,14,20011,0,1,78
8,2,2,22,14,20011,0,0,1
8,2,2,20,14,20011,0,1,78
8,5,1,0,14,20011,1,1,1
8,6,1,0,14,20011,0,1,78
8,2,2,2,14,20011,1,0,62
1,2,1,0,14,20008,0,1,73
1,2,1,4,14,20008,0,1,40
1,2,1,0,14,20008,0,1,40
1,2,2,47,14,20008,1,0,24
6,2,1,0,14,20008,0,1,73
1,2,1,10,14,20008,1,1,40
1,2,2,0,14,20008,1,1,40
1,2,1,3,15,20008,0,1,73
1,2,1,6,14,20008,1,1,40
2,3,2,1,14,20008,0,1,40
1,3,1,4,14,20008,1,1,24
1,2,1,0,14,20008,1,1,24
1,2,1,11,14,20008,0,1,40
1,2,1,0,14,20008,0,1,40
1,2,1,2,14,20008,1,1,40
1,2,1,3,14,20008,1,1,73
2,3,2,0,14,20008,0,1,40
1,2,1,8,14,20008,0,1,73
1,2,1,0,14,20008,0,1,73
1,2,1,1,14,20008,1,1,40
8,4,1,0,14,20015,1,1,40
1,6,1,0,14,20008,1,1,24
1,2,1,13,14,20008,1,1,40
1,2,1,15,14,20008,0,1,40
1,2,3,9,14,20008,1,1,40
1,1,3,35,14,20008,1,1,40
1,2,1,1,14,20008,0,1,24
1,4,1,0,14,20008,1,1,40
1,1,2,0,14,20008,1,1,40
1,2,1,5,14,20008,0,1,73
1,3,1,1,14,20008,0,1,40
1,2,1,3,14,20008,1,1,40
1,2,1,0,14,20008,0,1,40
1,2,1,0,15,20008,1,1,40
1,2,1,4,14,20016,0,1,3
8,2,2,34,14,20008,0,1,24
8,4,1,3,14,20016,1,1,3
1,2,1,24,14,20016,0,1,3
8,3,1,15,14,20016,0,1,88
1,2,1,7,14,20016,0,1,24
8,1,2,5,14,20016,1,1,3
8,2,2,84,14,20015,0,0,45
1,2,1,7,14,20016,1,1,3
1,1,2,2,14,20016,1,1,3
8,2,2,61,14,20016,0,1,45
8,1,2,0,14,20016,1,1,3
1,3,1,1,14,20015,1,1,45
8,3,1,0,14,20016,1,1,45
8,2,2,8,14,20016,0,1,3
8,1,2,0,14,20016,1,1,3
1,2,1,10,14,20016,0,1,3
8,2,2,34,14,20015,0,1,45
8,2,2,10,14,20016,1,1,3
1,2,1,0,14,20015,1,1,45
8,2,2,16,14,20016,1,1,45
8,2,2,16,14,20015,1,0,45
8,2,2,21,14,20016,0,0,73
8,2,2,0,14,20016,0,1,3
8,2,2,3,14,20015,0,0,45
8,1,2,0,14,20016,1,1,3
8,3,1,20,14,20016,0,1,73
8,3,1,26,14,20011,0,0,62
8,2,2,5,14,20012,1,1,91
8,2,2,109,14,20012,1,1,91
1,2,1,0,14,20012,0,1,91
8,2,1,0,14,20012,1,1,91
1,2,1,4,14,20012,0,1,91
8,2,1,1,14,20012,0,1,91
8,2,2,1,14,20012,0,1,91
8,4,1,6,14,20011,0,0,62
1,2,1,4,14,20011,0,1,12
8,2,1,3,14,20012,0,1,91
8,2,2,2,14,20012,0,1,91
1,2,1,58,14,20012,1,1,91
8,3,1,16,14,20011,0,1,12
1,2,1,3,14,20012,0,1,91
8,2,2,22,14,20011,0,1,62
8,2,2,0,14,20011,0,0,62
8,2,2,7,14,20011,0,1,62
8,2,2,29,14,20012,0,0,62
8,2,2,2,14,20011,0,1,62
10,1,3,0,14,20011,0,1,58
1,2,1,3,15,20011,1,1,12
1,2,1,1,14,20011,0,1,62
8,2,2,28,14,20012,0,0,91
8,2,2,38,14,20012,0,0,91
1,2,1,0,14,20012,0,1,91
1,2,1,3,14,20012,0,1,91
8,2,2,14,14,20011,0,1,62
1,2,1,0,14,20011,0,1,12
8,2,1,0,14,20012,1,1,91
1,2,1,0,14,20011,0,1,62
8,2,2,7,14,20012,0,0,62
8,2,2,0,14,20012,0,1,91
8,2,2,4,14,20011,1,1,62
1,2,1,10,14,20012,0,1,91
8,2,2,58,14,20011,0,0,62
1,3,1,34,14,20011,0,0,62
8,2,2,62,14,20011,0,1,12
8,2,2,36,14,20012,0,1,62
8,3,1,41,14,20011,1,1,62
8,2,2,0,14,20011,1,1,62
1,2,1,2,14,20012,0,1,91
8,1,2,7,14,20011,0,1,62
8,1,2,3,14,20012,0,1,91
8,2,1,36,14,20011,0,1,62
8,2,2,6,14,20012,0,0,62
8,3,1,26,14,20011,1,1,62
8,2,2,20,14,20011,0,0,62
8,2,2,1,14,20012,0,0,62
1,1,2,1,14,20011,0,1,12
1,2,1,4,14,20011,1,1,12
1,2,1,0,14,20011,0,1,58
1,1,2,59,14,20011,0,1,58
1,2,2,0,14,20011,1,1,58
8,2,1,61,14,20011,0,1,58
8,2,2,21,14,20012,0,1,58
8,1,2,0,14,20017,0,1,58
8,2,2,0,14,20011,1,1,78
8,1,2,0,14,20012,1,1,91
8,4,1,12,15,20012,0,1,91
1,6,1,0,14,20017,0,1,79
8,3,1,0,14,20011,0,1,20
8,1,2,4,14,20011,0,1,58
1,2,1,3,14,20011,0,1,78
8,3,2,0,14,20011,1,1,58
1,2,1,1,14,20011,0,1,79
1,3,1,0,14,20011,1,1,79
8,2,2,52,14,20012,0,0,25
8,2,2,1,14,20012,0,1,84
8,2,2,11,14,20012,0,1,84
8,2,2,8,14,20012,0,1,84
8,2,2,0,14,20012,1,1,84
8,2,2,18,14,20012,0,0,84
8,2,2,12,14,20012,0,1,25
8,2,2,1,14,20012,1,1,25
6,3,1,1,1,20910,0,1,86
8,2,2,17,14,20012,0,1,25
8,2,2,8,14,20012,0,1,25
8,2,2,1,14,20012,0,1,84
8,2,2,2,14,20012,1,1,84
1,1,2,12,1,20910,1,1,86
1,2,1,0,14,20015,1,1,22
8,2,1,0,14,20015,0,1,22
8,2,2,18,14,20015,0,1,22
1,2,1,10,14,20015,0,1,22
8,2,2,18,14,20015,0,1,22
1,2,1,1,14,20015,1,1,22
8,2,2,12,14,20015,0,1,22
1,2,1,0,14,20015,0,1,22
1,2,1,2,14,20015,0,0,22
8,2,2,7,14,20015,0,1,22
2,3,2,0,14,20015,1,1,22
1,3,1,38,15,20015,0,0,22
8,2,1,24,14,20015,0,1,22
1,2,1,4,14,20015,1,1,22
1,2,1,2,14,20015,1,1,22
1,2,1,19,14,20015,0,0,22
8,2,2,0,14,20015,1,1,22
8,2,2,16,14,20015,0,1,22
8,2,2,2,14,20020,0,1,4
8,1,2,28,14,20020,0,1,4
8,4,1,0,14,20020,1,1,4
8,2,2,25,14,20020,0,0,4
8,1,2,2,14,20020,0,1,38
1,2,2,25,14,20020,1,1,4
8,2,2,35,14,20020,0,1,4
1,2,2,2,14,20020,0,1,14
1,3,1,5,14,20020,1,1,4
8,2,2,25,14,20020,1,1,4
1,2,2,26,14,20020,1,1,4
1,2,2,46,14,20020,1,1,4
8,2,2,7,14,20020,0,1,4
8,2,2,0,14,20020,0,1,14
8,2,2,19,14,20020,0,1,4
8,2,2,1,14,20020,0,1,4
8,1,2,0,14,20020,0,1,38
1,2,2,19,14,20020,1,1,4
8,1,2,24,14,20020,0,1,4
1,2,2,8,14,20020,1,1,4
8,2,2,49,14,20020,0,0,4
1,1,2,12,14,20020,1,1,4
8,2,2,10,14,20020,0,1,4
8,1,2,24,14,20020,0,1,4
1,2,2,31,14,20020,1,1,4
8,2,2,60,14,20020,1,1,4
8,2,2,57,14,20020,0,1,4
8,1,2,1,14,20020,1,1,50
8,6,1,0,14,20020,1,1,52
1,2,1,7,14,20020,1,1,41
8,1,2,7,14,20020,0,1,50
8,2,2,0,14,20020,0,1,52
8,2,1,31,14,20020,0,1,52
8,1,3,0,14,20020,1,1,50
6,3,1,16,14,20020,0,0,14
1,2,2,1,14,20020,1,1,14
8,2,1,1,14,20020,1,1,14
8,1,2,0,14,20020,0,1,4
8,2,1,28,14,20020,0,1,14
1,2,2,1,14,20020,0,1,14
1,2,2,3,14,20020,1,1,14
8,2,2,10,14,20020,0,0,4
8,3,1,1,14,20020,0,1,38
8,2,2,0,14,20020,0,1,38
8,2,2,48,14,20020,0,1,81
8,2,2,50,14,20020,0,1,81
8,1,3,1,14,20019,1,1,95
8,1,2,58,14,20020,0,1,81
8,3,1,1,14,20020,0,1,38
8,2,2,23,14,20020,0,1,38
11,5,2,0,14,20020,1,1,38
8,2,2,22,15,20020,1,1,38
8,2,2,36,14,20020,0,1,81
8,1,2,0,14,20019,0,1,95
8,2,2,61,14,20020,0,1,81
1,2,2,1,14,20020,1,1,38
1,2,1,7,14,20020,0,1,51
6,2,1,14,14,20020,0,1,81
8,1,2,0,14,20020,0,1,38
8,2,2,67,14,20020,0,1,81
8,3,1,0,14,20020,0,1,33
8,2,1,125,14,20020,0,1,38
8,1,2,0,14,20020,0,1,38
8,2,2,0,14,20020,0,1,38
8,2,2,31,14,20020,0,1,38
8,1,3,13,15,20019,1,1,95
8,2,2,0,14,20020,0,1,38
8,2,2,0,14,20020,0,1,38
8,3,1,2,14,20020,0,1,38
1,2,1,1,14,20002,0,1,72
1,2,1,96,14,20002,0,0,17
8,2,2,35,14,20002,0,1,57
8,4,1,5,14,20002,1,0,17
1,2,1,9,14,20002,0,1,72
1,2,2,0,14,20002,0,1,17
1,2,1,10,14,20002,1,1,72
9,2,2,22,14,20002,1,1,17
8,2,1,2,14,20002,0,1,57
1,2,1,121,14,20002,0,1,17
1,2,1,7,14,20002,0,1,72
1,2,1,22,14,20002,0,0,17
1,3,1,0,14,20002,1,1,17
1,2,1,1,14,20002,1,1,17
8,2,1,2,14,20002,0,1,72
8,2,2,21,14,20002,1,1,17
8,5,1,1,14,20002,0,1,17
1,2,1,12,14,20002,0,1,17
1,2,1,2,14,20002,1,1,72
8,2,1,0,14,20002,0,1,57
8,4,1,21,14,20002,0,1,72
8,4,1,13,14,20002,1,1,72
8,2,1,7,14,20002,0,1,72
11,4,1,0,14,20002,1,1,72
8,3,1,1,14,20002,0,1,72
1,2,1,35,14,20002,0,0,72
8,2,2,47,14,20002,0,1,17
1,2,1,1,14,20002,0,1,57
1,2,1,2,14,20002,1,1,72
8,2,1,0,14,20002,1,0,72
1,2,1,34,14,20002,0,1,17
8,2,1,65,14,20002,0,0,72
1,2,1,12,14,20002,0,1,72
8,3,1,4,14,20002,0,1,72
1,2,1,90,15,20002,1,1,17
8,2,1,3,14,20002,1,1,57
8,2,1,10,14,20002,1,1,17
1,3,1,2,14,20002,0,1,17
1,3,1,195,14,20002,0,1,57
8,2,1,2,14,20002,0,1,17
11,2,1,1,14,20002,1,1,72
8,2,1,7,14,20002,1,1,17
1,2,1,20,14,20002,1,1,17
8,2,2,0,14,20002,1,1,17
1,2,1,76,14,20003,1,1,17
1,2,1,23,14,20002,0,1,72
8,2,1,7,14,20002,0,1,17
8,3,1,0,14,20002,1,1,17
8,2,1,5,14,20002,1,1,17
5,2,1,227,14,20002,1,0,17
8,2,2,18,14,20002,0,1,72
8,5,1,0,14,20002,0,1,17
11,4,1,0,14,20002,1,1,17
1,2,2,10,14,20002,0,1,17
8,2,1,51,14,20002,0,0,72
8,2,2,180,14,20002,0,1,17
8,2,1,1,14,20002,0,1,17
8,3,1,17,14,20002,0,1,57
1,3,1,25,14,20002,0,1,17
1,2,1,2,14,20002,1,1,72
1,2,1,9,14,20002,0,1,72
8,2,2,0,14,20002,1,1,57
1,2,1,310,14,20002,1,0,17
8,6,1,2,14,20002,0,1,17
8,2,1,0,14,20002,0,1,17
1,3,1,3,14,20002,0,1,17
8,2,2,4,14,20002,0,1,72
1,2,1,41,14,20002,0,0,72
8,2,1,0,14,20002,0,1,57
1,2,1,85,14,20002,0,1,17
1,2,2,2,14,20002,1,1,17
6,2,2,2,14,20002,0,1,72
8,2,2,1,14,20002,0,0,72
1,2,1,13,14,20002,0,1,72
8,2,2,29,14,20002,0,0,72
8,4,1,9,14,20002,0,1,17
8,2,2,0,14,20002,0,1,72
8,2,2,1,14,20002,0,0,17
8,2,2,21,14,20002,0,1,72
1,2,2,1,14,20002,1,1,72
1,6,1,0,14,20002,0,0,72
8,2,2,76,14,20002,0,1,72
8,3,2,4,14,20002,0,1,57
8,2,2,28,14,20002,0,1,72
8,2,2,10,14,20002,0,1,17
8,2,2,318,14,20002,1,0,17
8,2,2,74,14,20002,1,0,17
8,2,2,8,14,20002,0,0,17
1,2,2,28,14,20002,0,0,72
8,2,2,61,14,20002,0,1,17
8,2,1,1,14,20002,0,1,17
8,3,1,4,14,20002,0,1,17
1,4,1,0,14,20002,1,1,17
8,3,1,2,15,20002,0,1,72
1,2,1,14,14,20002,0,1,17
8,2,2,0,14,20002,0,1,57
8,3,1,11,14,20002,0,0,17
1,2,2,28,14,20002,0,0,72
8,2,2,28,14,20001,0,1,72
1,2,1,34,14,20002,0,1,72
8,3,1,11,14,20002,1,1,17
8,2,1,26,14,20002,0,0,72
1,3,1,47,14,20002,0,0,72
8,2,2,51,14,20002,0,1,17
8,2,1,0,14,20002,0,1,72
1,2,1,4,14,20002,1,1,72
1,2,1,1,14,20002,0,1,72
8,5,1,0,14,20002,0,1,72
1,3,1,2,14,20002,0,1,17
1,2,1,1,14,20002,1,1,57
1,2,1,8,14,20002,0,1,57
1,2,1,142,14,20002,0,0,17
8,3,1,141,14,20002,1,0,72
8,3,1,0,14,20002,0,1,72
1,2,1,12,14,20002,0,1,72
1,2,1,0,14,20002,0,1,17
8,2,1,3,14,20002,0,1,17
8,3,1,3,14,20002,1,1,72
8,2,2,0,14,20002,0,1,17
1,2,1,43,14,20002,0,1,17
1,2,1,3,14,20002,0,1,17
8,3,1,36,14,20002,0,1,17
1,2,1,28,14,20002,0,1,72
1,2,1,25,14,20002,0,0,72
8,2,2,51,14,20002,0,0,72
8,2,2,1,14,20002,0,1,72
1,2,1,1,14,20002,0,1,72
1,2,1,6,14,20002,0,1,57
1,2,1,1,14,20002,0,1,72
6,2,2,2,14,20002,0,1,57
8,4,1,17,14,20002,0,1,17
8,1,2,8,14,20002,0,1,57
8,1,2,119,14,20002,0,1,17
8,3,1,96,14,20002,0,0,72
8,2,2,12,14,20002,0,1,72
1,2,1,29,14,20002,0,1,72
8,3,1,4,14,20002,0,1,72
1,2,2,22,14,20002,1,1,72
1,2,2,0,14,20002,1,1,72
1,2,1,5,14,20002,1,1,72
2,4,1,0,14,20002,1,1,72
8,2,2,4,14,20002,1,1,57
1,3,1,9,14,20002,0,1,17
1,2,1,2,14,20002,0,1,72
8,2,1,0,14,20002,0,1,57
1,2,1,4,14,20002,0,1,72
1,2,1,45,14,20002,0,0,57
1,3,1,4,14,20002,0,1,72
8,2,2,1,14,20002,0,1,72
1,2,1,1,14,20002,0,1,17
8,2,1,71,14,20002,0,1,57
1,2,1,16,14,20002,0,0,72
8,1,2,1,14,20002,0,1,57
8,1,2,1,14,20002,1,1,57
8,2,1,15,14,20002,0,0,17
1,2,1,37,14,20002,0,0,57
1,2,1,7,14,20002,0,1,17
1,2,3,15,14,20002,0,1,57
8,3,1,7,14,20002,0,1,17
1,2,1,2,14,20002,0,1,72
8,2,2,0,14,20002,1,1,57
1,3,1,10,14,20002,1,1,72
8,3,2,0,14,20002,1,1,72
8,2,1,4,14,20002,0,1,72
1,2,1,5,14,20002,0,1,72
8,2,2,11,14,20002,1,1,72
1,3,1,6,14,20002,0,1,72
1,2,2,41,14,20002,1,1,57
8,2,2,1,14,20002,0,1,72
1,1,1,1,14,20002,0,1,17
1,2,1,14,14,20002,1,1,17
1,2,1,5,14,20002,1,1,17
8,4,1,39,14,20002,0,0,17
1,2,1,1,14,20002,0,1,57
11,2,2,1,14,20002,0,1,57
1,2,2,0,14,20002,0,1,57
8,1,2,11,14,20002,1,1,57
1,2,2,9,14,20002,1,1,57
8,2,2,40,14,20002,0,1,57
8,2,2,48,14,20002,0,1,72
1,3,1,80,14,20002,0,1,17
8,2,2,22,14,20002,0,1,17
8,2,2,1,14,20002,0,1,57
8,4,1,8,14,20002,0,1,72
8,3,1,2,14,20002,0,1,72
1,2,1,58,14,20002,0,1,72
1,2,1,15,14,20002,0,1,72
1,2,1,23,14,20002,0,1,17
1,2,1,19,14,20002,0,1,17
1,2,1,3,14,20002,1,1,72
1,2,2,0,14,20002,0,1,17
8,3,1,4,14,20002,1,1,57
8,2,1,7,14,20002,0,1,17
8,2,2,3,14,20002,0,1,17
1,2,1,5,14,20002,0,1,57
1,2,2,42,14,20002,1,1,57
1,2,1,0,14,20002,1,1,72
1,3,1,1,14,20002,1,1,17
8,2,2,2,14,20002,0,1,72
8,2,2,7,14,20002,0,1,17
11,2,2,2,14,20002,0,1,57
8,2,1,8,14,20002,0,1,57
8,2,2,35,14,20002,0,0,72
1,2,3,1,14,20002,0,1,72
1,2,1,111,14,20002,1,1,17
8,3,1,29,14,20002,0,1,72
8,3,1,3,15,20002,0,1,72
1,2,1,6,14,20002,0,1,17
1,3,1,1,14,20002,0,1,57
1,2,1,8,14,20002,1,1,17
8,2,2,30,14,20002,0,1,72
1,2,1,6,14,20002,0,1,17
8,2,2,8,14,20002,0,1,72
11,2,2,0,14,20002,1,1,17
8,3,1,15,14,20002,1,1,17
1,3,1,20,14,20002,1,0,17
1,3,1,23,14,20002,0,0,17
1,2,1,6,14,20002,0,1,72
8,2,1,1,14,20002,0,1,17
1,2,2,0,14,20002,0,1,72
1,3,1,3,14,20002,0,1,72
1,3,2,0,14,20002,1,1,72
8,2,2,0,14,20002,0,1,57
8,3,1,7,14,20002,0,1,17
8,3,1,70,14,20002,0,1,72
8,2,1,0,14,20002,1,1,57
1,2,1,8,14,20002,0,1,72
8,3,1,2,14,20002,0,1,57
1,2,2,0,14,20002,0,1,72
8,2,1,51,14,20002,0,1,72
8,2,2,1,14,20002,1,1,72
8,3,1,0,14,20002,1,1,17
1,2,1,98,14,20002,0,1,17
8,2,1,6,14,20002,0,1,57
8,2,2,17,14,20002,0,0,72
8,2,2,8,14,20002,0,0,72
1,2,1,15,14,20002,0,0,72
8,3,1,0,14,20002,0,1,17
1,3,2,0,14,20002,1,1,17
1,3,1,10,14,20002,0,1,72
8,1,2,0,14,20002,0,1,72
8,2,1,6,14,20002,0,1,72
1,2,1,8,14,20002,0,1,72
8,4,1,0,14,20002,0,1,17
1,2,1,1,14,20002,0,1,57
1,2,1,23,14,20002,0,0,72
1,3,1,0,14,20002,1,1,72
1,2,3,18,14,20002,0,0,72
1,2,1,75,14,20002,0,1,17
8,2,2,10,14,20002,1,1,72
8,4,1,38,14,20002,0,1,72
1,2,2,18,14,20009,0,0,96
8,2,2,0,14,20009,1,1,2
1,2,2,11,14,20009,0,1,2
1,2,1,1,14,20009,1,1,2
2,2,2,35,14,20009,1,1,55
1,2,1,6,14,20009,0,1,2
1,3,1,21,14,20009,0,1,55
1,2,1,4,15,20009,0,1,2
1,3,1,3,14,20009,1,1,2
1,1,3,8,14,20009,0,1,2
1,2,1,0,14,20009,1,1,2
1,2,1,0,14,20009,0,1,55
1,2,1,3,14,20008,1,1,32
1,2,1,30,14,20009,0,1,2
1,2,1,9,14,20009,1,1,26
1,2,1,2,14,20009,1,1,2
1,2,1,1,14,20009,0,1,2
1,2,1,3,14,20009,0,1,55
1,2,2,0,14,20009,1,1,55
1,2,1,15,14,20009,0,1,55
1,2,1,0,14,20008,0,1,55
1,3,1,1,14,20009,0,1,2
1,2,1,37,14,20009,0,1,2
1,2,2,80,14,20009,1,1,2
1,2,2,19,14,20008,0,1,55
1,2,1,2,14,20009,0,1,55
1,2,1,33,14,20009,0,1,55
1,3,1,35,14,20009,0,0,2
1,2,1,6,14,20009,0,1,2
1,3,1,8,14,20009,0,1,2
1,2,1,10,14,20009,0,1,55
1,2,1,1,14,20009,0,1,2
1,2,1,17,14,20009,0,1,55
8,2,2,248,14,20009,1,1,2
8,3,1,16,14,20008,0,1,55
1,2,1,1,14,20009,1,1,2
1,2,1,0,14,20009,0,1,2
8,2,2,16,14,20009,0,0,96
1,2,1,22,14,20009,0,1,2
1,2,1,0,14,20009,1,1,2
1,2,1,20,14,20008,0,1,32
1,2,1,4,14,20009,1,1,2
9,2,2,1,14,20009,0,1,2
1,2,1,8,14,20009,0,1,2
1,2,1,6,14,20008,1,1,55
1,2,2,0,14,20009,1,1,2
1,2,1,28,14,20009,0,0,55
1,2,1,13,14,20009,0,1,2
1,2,1,14,14,20009,0,1,2
1,2,1,20,14,20009,0,0,55
1,2,1,0,14,20009,0,1,2
1,3,1,1,14,20009,0,1,2
1,2,1,3,14,20009,0,1,55
1,2,2,1,14,20009,1,1,2
1,2,1,1,14,20009,1,1,2
1,2,2,0,14,20009,1,1,2
1,3,1,0,14,20009,0,1,2
1,2,1,0,14,20009,0,1,67
1,2,1,0,14,20009,1,1,2
1,3,1,5,14,20009,1,1,2
1,2,3,4,14,20009,0,0,2
1,2,1,2,14,20009,0,1,2
1,2,2,17,14,20009,0,1,2
1,2,1,6,15,20009,0,1,55
1,3,1,2,14,20009,0,1,55
8,2,2,2,14,20009,1,0,2
1,2,2,69,14,20009,0,1,55
6,3,1,3,14,20009,0,1,2
1,2,1,18,14,20009,0,1,32
1,2,1,68,14,20009,0,1,2
1,2,1,1,14,20009,1,1,2
1,2,1,0,14,20009,0,1,2
1,2,1,37,14,20008,0,1,55
1,3,1,0,14,20009,0,1,2
1,3,1,0,14,20009,0,1,2
1,1,3,1,14,20009,0,1,2
1,2,1,6,14,20009,1,1,55
8,6,1,8,14,20008,0,1,55
8,2,2,5,14,20009,1,1,32
1,3,1,1,14,20009,1,1,2
1,3,1,0,14,20009,1,1,2
1,2,1,118,14,20010,0,0,2
1,2,1,16,14,20009,0,1,2
1,2,1,9,14,20009,1,1,2
1,3,1,5,14,20008,0,1,55
1,2,1,1,14,20009,0,1,2
1,2,1,2,14,20009,1,1,26
1,2,1,108,14,20009,0,1,2
1,2,1,18,14,20009,0,1,67
2,3,2,12,14,20009,0,1,55
1,1,3,1,14,20009,0,1,96
1,2,3,57,14,20009,1,1,2
1,3,1,5,14,20009,1,1,2
1,2,1,0,14,20009,1,1,2
1,2,3,0,14,20009,1,1,55
1,3,1,49,14,20009,0,0,55
1,3,1,0,14,20009,1,1,2
1,3,1,6,14,20009,0,1,2
6,2,1,0,14,20009,1,1,55
1,4,1,11,14,20009,0,1,2
2,3,2,1,14,20009,1,1,55
9,2,1,2,14,20009,0,1,2
1,2,1,1,14,20009,1,1,2
1,3,1,34,14,20009,1,0,2
1,2,2,22,14,20009,0,1,2
1,3,2,0,14,20009,1,1,2
1,2,3,68,14,20009,1,1,55
1,2,2,10,14,20009,0,1,2
1,2,2,11,14,20009,0,0,2
1,2,1,46,14,20009,0,1,2
1,3,1,12,14,20009,1,1,55
1,2,1,3,14,20009,0,1,55
1,2,3,77,14,20009,1,1,55
1,2,1,0,14,20009,1,1,55
1,2,1,0,14,20009,1,1,96
2,2,2,13,14,20009,1,1,55
1,2,2,1,14,20009,0,1,55
1,2,1,1,14,20009,1,1,55
1,2,1,3,14,20009,0,1,2
1,2,1,7,14,20009,0,1,2
1,3,1,4,14,20009,0,1,55
1,2,1,0,14,20009,0,1,2
1,2,2,22,14,20009,0,0,55
1,3,1,2,14,20009,1,1,55
1,3,1,9,14,20009,0,1,2
1,2,1,9,14,20009,0,1,2
1,2,1,6,14,20009,1,1,55
8,3,1,0,14,20009,0,1,2
1,2,1,0,14,20009,1,1,2
1,2,1,21,14,20008,0,1,55
1,2,1,0,14,20009,0,1,2
1,4,1,31,14,20009,1,1,2
6,2,1,8,14,20009,0,1,2
1,3,1,1,14,20009,0,1,2
1,2,3,7,14,20009,1,1,2
1,2,2,20,14,20009,1,1,2
1,2,1,17,14,20009,1,1,2
8,2,2,18,14,20009,1,1,96
1,2,1,11,14,20009,0,1,55
1,3,1,43,14,20009,0,1,2
1,2,1,1,14,20009,0,1,2
1,2,1,7,14,20009,0,1,32
1,2,1,6,14,20009,0,1,55
1,2,1,15,14,20009,0,1,2
1,2,1,1,14,20009,0,1,2
1,2,1,19,14,20009,0,1,2
1,2,1,3,14,20009,0,1,2
1,2,1,4,14,20009,0,1,55
1,2,1,0,15,20009,1,1,2
1,4,1,9,14,20008,0,1,55
1,2,3,1,14,20009,0,1,2
1,1,3,39,14,20009,0,1,2
1,2,3,9,14,20009,0,1,2
1,2,1,0,14,20009,1,1,2
1,2,1,0,14,20008,0,1,55
1,3,1,0,14,20009,1,1,55
1,2,1,29,14,20009,0,1,2
1,2,1,6,14,20009,0,1,55
1,2,1,30,14,20008,0,1,55
1,2,1,5,14,20009,0,1,55
1,2,1,8,14,20009,0,1,2
1,3,1,0,14,20009,0,1,2
1,2,1,3,14,20009,0,1,2
1,2,1,39,14,20009,1,1,2
1,2,2,9,14,20009,0,0,2
1,2,1,12,14,20009,0,1,2
1,2,2,9,14,20009,1,1,2
1,2,1,3,14,20009,1,1,2
1,2,2,14,14,20009,0,1,2
1,2,1,0,14,20009,1,1,2
1,2,2,4,14,20009,1,1,2
1,2,2,0,14,20009,1,1,2
1,3,1,50,14,20009,1,1,32
1,3,1,0,14,20009,0,1,2
2,2,2,5,14,20009,1,1,55
1,2,1,5,14,20009,0,1,2
1,2,1,4,14,20009,0,1,55
6,3,1,1,14,20009,1,1,2
1,2,1,4,14,20009,1,1,55
8,2,1,49,14,20009,0,1,26
1,2,1,0,14,20009,0,1,2
1,3,1,3,14,20009,0,1,2
1,2,1,3,14,20009,1,1,55
1,2,2,0,14,20009,0,1,2
6,2,2,34,14,20009,0,1,2
1,2,3,87,14,20009,0,1,2
1,3,1,22,14,20009,0,0,2
1,2,1,38,14,20009,0,1,2
1,3,1,7,14,20008,0,1,55
1,2,1,1,14,20009,1,1,2
