property_type,price_range,room_type,number_of_reviews,smart_location,zipcode,host_identity_verified,host_is_superhost,neighbourhood
1,3,1,27,14,20007,0,1,48
1,2,1,10,14,20007,0,1,48
1,3,1,1,14,20007,1,1,48
1,5,1,2,14,20007,1,1,48
1,3,1,7,14,20007,1,1,48
8,2,2,5,14,20007,0,1,15
1,2,1,23,14,20007,0,1,48
1,4,1,7,14,20007,1,1,48
11,2,2,12,14,20007,0,1,48
1,4,1,1,14,20007,1,1,48
1,2,1,0,14,20007,1,1,15
1,2,1,0,14,20007,1,1,48
8,4,1,17,14,20007,0,1,48
1,3,1,2,14,20007,0,1,48
8,4,1,0,14,20007,1,1,48
1,2,2,4,14,20007,0,0,48
8,2,2,6,14,20007,0,1,48
8,3,1,0,14,20007,0,1,15
11,5,1,1,14,20007,0,1,15
1,2,1,1,14,20007,0,1,48
1,2,2,3,14,20007,0,1,48
8,4,1,2,14,20007,0,1,48
8,6,1,1,14,20007,0,1,48
1,2,1,11,14,20007,0,1,48
8,6,1,4,14,20007,0,1,48
8,3,1,7,14,20007,0,1,48
8,2,2,0,14,20007,0,1,48
8,2,2,1,14,20007,0,1,15
8,3,1,11,14,20007,0,1,48
1,2,1,0,14,20007,0,1,48
8,6,1,11,14,20007,0,0,48
1,3,1,6,14,20007,1,1,48
8,2,2,10,14,20007,0,1,15
1,2,1,8,14,20007,0,1,48
1,3,1,11,14,20007,1,1,48
1,2,1,7,14,20007,0,1,48
8,3,1,4,14,20007,0,1,48
1,3,1,4,14,20007,1,1,48
8,4,1,4,14,20007,0,1,15
8,2,2,21,14,20007,0,1,15
8,6,1,0,14,20007,0,1,48
8,5,1,0,14,20007,1,1,48
1,2,1,5,14,20007,1,1,48
1,4,1,0,14,20007,0,1,48
1,2,1,11,14,20007,0,1,48
1,6,1,10,14,20007,1,1,48
1,3,1,63,4,22209,1,1,48
1,2,1,1,14,20007,0,1,15
8,3,1,17,14,20007,0,1,48
1,2,2,7,14,20007,0,0,48
1,3,1,14,14,20007,1,1,48
1,2,1,0,14,20007,0,1,48
1,3,1,9,14,20007,1,1,48
6,3,1,3,14,20007,0,1,48
1,3,1,5,14,20007,1,1,48
8,2,2,2,14,20007,0,1,15
1,3,1,15,14,20007,1,1,48
1,2,2,10,14,20007,0,1,48
8,2,2,7,14,20007,0,1,15
8,2,2,16,14,20007,0,1,15
8,4,1,29,14,20007,0,1,15
8,3,1,0,14,20007,1,1,48
1,5,1,2,14,20007,1,1,48
1,2,1,2,14,20007,0,1,15
1,2,1,12,14,20007,1,1,48
8,3,1,0,14,20007,0,1,48
1,2,1,4,14,20007,1,1,48
8,5,1,0,14,20007,1,1,48
8,5,1,3,14,20007,0,1,48
1,2,1,0,14,20007,0,1,48
1,2,1,0,14,20007,0,1,48
1,5,1,0,14,20007,0,1,48
1,2,1,2,14,20007,0,1,48
1,3,1,12,14,20007,0,1,48
1,2,1,10,14,20007,1,1,48
1,5,1,1,14,20007,1,1,48
1,3,1,3,14,20007,0,1,48
8,5,1,7,14,20007,0,1,48
8,2,2,18,14,20007,0,1,15
8,2,2,6,14,20007,0,1,15
1,6,1,0,14,20007,1,1,48
1,2,1,36,14,20007,0,1,15
1,2,1,2,14,20007,0,1,48
1,3,1,0,14,20007,1,1,48
8,5,1,11,14,20007,0,1,48
1,3,1,2,14,20007,0,1,48
1,2,1,0,14,20007,0,1,48
8,5,1,11,14,20007,0,1,48
1,3,1,1,14,20007,0,1,48
8,4,1,32,14,20007,1,0,48
1,3,1,2,14,20007,0,1,48
8,2,2,8,14,20007,1,1,48
1,3,1,1,14,20007,0,1,48
1,2,1,5,14,20005,0,1,61
1,2,1,0,14,20009,1,1,96
8,2,2,24,14,20009,1,1,96
1,2,1,4,14,20009,1,1,32
1,2,2,6,14,20009,0,1,96
1,3,1,3,14,20009,0,1,96
1,2,2,23,14,20009,0,1,96
1,1,3,0,14,20005,0,1,61
1,3,1,2,14,20009,0,1,32
1,2,1,10,14,20009,0,1,96
1,2,1,2,14,20008,1,1,32
1,2,1,2,14,20009,0,1,32
1,2,2,3,14,20009,1,1,32
1,2,1,59,14,20037,0,1,32
1,2,1,0,14,20009,1,1,32
1,3,1,55,14,20036,0,1,32
1,2,1,0,14,20005,1,1,61
8,2,2,6,14,20009,1,1,96
1,2,1,67,14,20036,0,1,32
8,2,2,3,14,20009,1,1,96
1,3,1,50,14,20009,0,0,96
1,2,1,1,14,20009,1,1,32
8,1,3,2,14,20009,0,1,32
8,2,2,68,14,20005,0,0,61
1,3,1,20,14,20009,1,1,96
8,2,2,0,14,20008,0,1,55
1,2,1,2,14,20009,0,1,32
1,3,1,19,14,20005,0,1,61
1,4,1,0,14,20037,0,1,99
1,2,1,11,14,20009,0,1,32
1,2,1,0,14,20009,1,1,32
1,2,1,74,14,20008,0,1,32
1,2,1,0,14,20009,1,1,96
1,2,2,0,14,20009,0,1,96
1,2,1,1,14,20009,0,1,96
1,2,1,0,14,20036,0,1,32
1,3,1,19,14,20036,0,1,32
1,2,1,30,14,20005,1,1,61
1,2,1,16,14,20036,0,1,32
1,2,1,36,14,20009,0,1,96
1,2,1,15,14,20009,1,1,96
1,3,1,0,14,20009,1,1,2
1,2,1,0,14,20009,1,1,32
1,3,1,12,14,20036,1,1,32
1,3,1,0,14,20009,1,1,96
1,2,1,19,14,20009,0,1,96
8,2,2,1,14,20009,0,1,96
1,3,1,22,14,20036,0,1,32
1,4,1,7,14,20009,0,1,32
8,2,2,1,14,20009,0,1,32
1,4,1,32,14,20009,0,0,96
1,2,1,2,14,20009,0,1,96
1,2,1,1,14,20009,1,1,2
1,2,1,5,14,20009,0,1,32
1,5,1,0,14,20009,1,1,32
6,2,1,2,14,20036,0,1,32
1,3,1,6,14,20009,1,1,32
1,4,1,0,14,20037,0,1,99
1,3,1,9,14,20009,0,1,32
8,2,2,3,14,20009,0,1,96
1,2,1,7,14,20036,0,1,32
1,2,2,0,14,20008,0,1,32
1,2,1,8,14,20009,1,1,32
1,2,2,3,14,20009,0,1,96
1,2,1,0,14,20009,1,1,32
1,2,1,44,14,20005,0,1,61
2,3,2,2,14,20009,0,1,32
6,3,1,0,14,20005,1,1,61
1,3,1,7,14,20009,1,1,32
1,2,1,2,14,20036,1,1,32
8,3,1,1,14,20009,1,1,96
1,2,1,0,14,20005,1,1,61
8,2,2,5,14,20009,0,1,96
8,3,2,1,14,20008,0,1,55
1,3,1,0,14,20009,0,1,96
1,2,1,49,14,20036,0,1,32
1,3,1,6,14,20009,0,1,96
1,2,1,22,14,20037,0,1,32
8,1,3,7,14,20009,0,1,32
1,2,1,4,14,20036,0,1,32
1,3,2,12,14,20036,0,1,32
11,3,1,1,14,20009,0,1,96
1,2,1,2,14,20009,1,1,96
1,3,1,2,14,20009,0,1,32
1,2,1,24,15,20036,0,0,32
1,2,1,28,14,20036,0,1,32
8,3,1,2,14,20009,0,1,96
1,2,2,0,14,20037,0,1,31
8,4,1,10,14,20036,0,1,32
1,2,1,1,14,20009,0,1,96
1,2,2,2,14,20009,0,1,96
1,2,1,18,14,20008,0,1,32
1,2,2,0,14,20009,1,1,32
1,2,2,9,14,20009,0,1,96
1,2,1,30,14,20036,0,1,32
1,2,1,1,14,20009,0,0,32
1,2,1,100,14,20009,0,0,96
1,2,1,41,14,20036,0,1,32
1,2,1,12,14,20009,1,1,32
8,4,1,0,14,20037,0,1,32
8,2,2,23,14,20009,0,1,32
1,2,1,5,14,20036,0,1,32
1,3,1,0,14,20009,0,1,2
1,2,2,42,14,20009,0,1,32
1,3,1,1,14,20009,0,1,96
1,3,1,21,14,20009,0,1,61
1,2,2,1,14,20009,1,1,96
8,2,2,4,14,20009,0,1,96
1,2,1,1,14,20009,0,1,32
8,2,2,7,14,20009,0,1,96
1,3,1,6,14,20037,0,1,99
1,3,2,8,14,20037,0,1,39
1,2,1,45,14,20009,1,1,96
8,2,2,5,14,20009,1,1,96
1,3,1,26,14,20037,0,0,32
1,3,1,12,14,20009,0,0,96
8,2,2,6,14,20009,1,1,96
8,2,1,3,14,20009,1,1,32
8,1,3,7,14,20009,0,1,32
1,2,1,6,14,20009,1,1,32
8,2,2,7,14,20036,1,1,32
1,2,1,10,14,20009,0,1,96
1,2,2,0,14,20036,0,1,32
1,2,1,20,14,20005,0,1,61
1,2,1,10,9,20009,0,1,32
1,2,1,60,14,20009,0,0,96
8,2,1,3,14,20009,1,1,96
8,2,2,11,14,20036,1,1,32
8,2,2,9,14,20036,1,1,32
8,2,2,24,14,20009,0,1,32
1,2,1,6,14,20037,0,1,32
8,6,1,12,14,20008,0,1,55
8,3,1,1,14,20005,0,1,61
1,3,1,0,14,20009,1,1,32
1,3,1,0,14,20037,0,1,99
1,2,2,2,14,20009,0,1,61
1,2,1,11,14,20009,0,1,96
1,2,1,0,14,20009,0,1,61
6,3,1,0,14,20005,1,1,61
1,2,1,14,14,20009,0,0,32
1,2,1,41,14,20009,0,0,32
1,3,1,1,14,20005,1,1,61
1,2,3,0,14,20009,1,1,32
1,2,1,5,14,20037,0,1,31
1,3,1,31,15,20036,0,1,32
1,2,1,3,14,20009,1,1,32
8,3,2,4,14,20037,0,1,32
1,3,1,1,14,20009,1,1,2
1,2,1,31,14,20005,0,1,61
8,2,3,15,14,20036,1,1,32
1,3,1,0,14,20009,0,1,32
1,2,1,12,14,20009,0,1,96
1,2,2,2,14,20009,0,1,96
8,2,2,2,14,20009,0,1,32
1,3,1,2,14,20009,0,1,32
8,2,2,4,14,20009,1,1,96
8,2,2,27,14,20036,1,1,32
1,2,1,8,14,20009,0,1,32
1,3,1,3,14,20009,0,1,32
1,2,1,4,14,20036,0,1,32
1,3,1,1,14,20009,0,1,32
1,2,1,4,14,20005,1,1,61
8,2,2,14,14,20009,1,1,96
1,2,1,6,14,20005,1,1,61
8,2,2,3,14,20009,1,1,96
1,2,2,25,14,20009,0,1,61
1,2,1,3,14,20036,1,1,32
1,2,1,0,14,20037,0,1,32
1,3,1,34,14,20009,0,1,32
1,2,3,74,14,20005,1,1,61
1,2,1,0,14,20009,0,1,96
1,2,1,2,14,20036,0,1,32
1,2,1,3,14,20036,1,1,32
1,2,1,8,14,20009,0,1,96
1,5,1,27,14,20008,0,1,55
1,2,2,8,14,20009,1,1,32
1,2,1,1,14,20005,1,1,61
1,2,1,4,14,20009,0,1,32
1,2,1,9,14,20005,0,1,61
1,2,1,10,14,20009,1,1,32
8,2,1,0,14,20009,0,1,96
8,3,1,18,15,20009,0,1,96
8,2,2,6,14,20036,1,1,32
1,2,1,1,14,20009,0,0,96
1,3,1,1,14,20009,0,1,32
1,2,1,0,14,20005,1,1,61
11,2,2,2,14,20009,1,1,96
6,3,1,4,14,20036,1,1,32
1,3,1,65,14,20005,1,1,61
1,2,1,26,14,20008,0,1,32
8,2,2,1,14,20036,0,1,32
1,4,1,1,14,20037,0,1,99
1,2,1,5,14,20037,0,1,32
1,2,2,18,14,20009,0,1,32
8,2,2,3,14,20036,0,1,32
8,2,2,170,14,20037,0,1,32
1,2,2,11,14,20009,1,1,96
1,2,1,46,14,20009,0,1,32
1,3,1,150,15,20005,0,1,61
1,2,2,24,14,20009,0,1,32
1,2,1,0,14,20009,1,1,32
1,2,1,6,14,20005,0,1,61
1,3,1,0,14,20037,1,1,61
1,2,1,55,14,20009,0,1,96
6,2,1,4,14,20009,0,1,32
8,3,2,0,14,20037,0,1,32
1,2,2,19,14,20009,1,1,61
1,2,1,14,14,20009,0,1,32
1,3,1,19,14,20036,0,1,32
1,2,1,4,14,20009,0,1,32
1,2,1,1,14,20009,0,1,96
8,4,1,0,14,20009,0,1,96
8,2,2,6,14,20009,0,1,32
1,2,2,6,14,20009,0,1,32
1,2,1,1,14,20009,1,1,32
1,2,1,5,14,20009,0,1,32
1,2,1,10,14,20009,0,1,32
1,2,2,56,14,20009,0,1,96
1,2,2,8,14,20009,0,0,32
1,3,1,48,14,20036,1,1,32
1,2,1,2,14,20036,0,1,32
1,2,1,0,14,20009,0,1,32
1,3,1,6,14,20036,1,1,32
8,2,2,10,14,20009,1,1,96
1,2,1,94,14,20005,0,1,61
1,2,2,3,14,20036,0,1,61
1,2,2,2,14,20009,1,1,96
1,2,1,0,14,20036,0,1,32
1,2,1,57,14,20009,0,1,32
1,2,1,0,14,20036,0,1,32
1,2,1,17,14,20009,0,0,32
1,3,1,16,14,20009,0,1,32
8,2,2,9,14,20009,1,1,96
1,3,1,0,14,20009,0,1,2
1,2,1,26,14,20009,0,1,32
1,3,1,23,14,20036,0,0,32
8,3,1,119,14,20037,0,1,32
1,2,1,4,14,20009,0,1,96
1,2,2,1,14,20009,1,1,32
1,2,1,13,14,20009,0,0,32
1,2,1,3,14,20009,0,1,32
1,3,1,0,14,20009,0,1,96
1,2,1,30,14,20009,0,1,32
1,2,1,127,14,20005,0,1,61
1,2,1,48,14,20009,0,1,32
1,2,1,6,14,20009,0,1,32
1,2,2,18,14,20007,0,1,55
8,2,2,31,14,20009,1,1,96
1,2,1,1,14,20009,0,1,32
1,3,1,25,14,20009,0,1,32
1,2,1,12,14,20009,1,1,32
8,2,1,0,14,20009,1,1,32
1,2,1,0,14,20009,1,1,32
11,2,1,6,14,20009,0,1,96
1,2,1,4,14,20009,1,1,32
1,6,1,0,14,20009,1,1,96
1,2,1,28,14,20036,0,1,32
1,1,3,1,14,20009,0,1,96
1,2,1,1,14,20037,1,1,99
1,3,1,0,14,20009,1,1,96
1,2,1,9,14,20009,1,1,32
6,4,1,0,14,20009,0,1,32
1,2,1,17,14,20009,0,1,32
2,3,2,5,14,20009,0,1,32
1,3,1,0,14,20036,0,1,32
10,2,1,0,14,20009,0,1,32
1,2,2,0,14,20036,0,1,32
1,1,2,0,15,20009,1,1,32
8,3,1,0,14,20009,1,1,96
1,2,1,32,14,20009,0,0,96
6,2,2,1,14,20005,1,1,61
8,2,2,0,14,20009,1,1,96
1,3,1,3,14,20036,1,1,61
1,2,1,59,14,20009,0,1,32
1,2,1,37,14,20009,0,1,32
8,2,2,11,14,20036,1,1,32
8,2,2,12,14,20009,0,1,32
1,2,1,36,14,20009,0,1,96
1,2,1,10,14,20005,0,1,61
1,2,1,6,14,20009,0,1,96
1,3,1,21,14,20036,0,0,32
8,2,2,19,14,20036,1,1,32
2,3,2,5,14,20009,0,1,32
1,3,1,19,14,20009,0,0,96
1,2,1,64,14,20009,1,1,96
8,2,2,6,14,20009,1,1,96
1,2,1,1,14,20009,0,1,32
8,6,1,37,14,20036,0,1,32
1,2,1,1,14,20009,1,1,96
1,2,1,12,14,20009,0,1,32
1,2,1,18,14,20009,0,1,32
1,2,2,0,14,20036,0,1,32
1,2,1,0,14,20036,1,1,32
1,2,1,18,14,20009,0,1,96
1,2,1,0,14,20037,1,1,32
1,3,1,10,14,20036,0,1,32
2,3,2,5,14,20008,1,1,55
8,2,2,0,14,20009,0,1,32
8,2,2,8,14,20009,1,1,96
1,2,2,64,14,20009,1,1,96
1,5,2,0,14,20006,1,1,31
1,2,1,11,14,20036,0,0,32
8,2,2,5,14,20009,1,1,96
1,3,1,47,14,20036,0,1,32
1,2,1,114,14,20009,0,1,32
1,2,1,0,14,20009,0,1,96
1,2,1,5,14,20005,0,1,61
1,2,1,80,14,20009,0,1,96
8,6,1,41,14,20008,0,1,55
1,2,1,206,14,20009,0,1,32
6,2,1,13,14,20009,0,1,32
1,2,1,44,14,20009,0,1,32
1,3,1,24,14,20037,0,1,32
9,2,1,15,14,20036,1,0,61
8,3,1,0,14,20009,1,1,32
1,3,1,1,14,20037,0,1,32
6,3,1,0,14,20036,0,1,32
1,2,1,11,14,20009,0,1,32
1,2,1,0,14,20009,1,1,32
1,2,1,3,14,20036,0,1,32
1,3,1,152,15,20005,0,1,32
1,2,1,2,14,20005,0,1,61
1,2,1,9,14,20009,0,1,32
1,3,1,0,14,20009,0,1,32
8,2,2,31,14,20009,1,1,96
8,2,2,53,14,20001,0,1,60
8,2,2,3,14,20001,0,1,96
1,2,1,9,14,20001,1,0,96
8,2,2,2,14,20001,0,1,96
1,3,1,0,14,20009,1,1,96
1,3,1,0,14,20001,0,1,17
6,2,1,3,14,20001,0,1,60
1,2,1,20,14,20009,0,0,96
2,3,2,0,14,20009,0,1,96
1,2,1,2,14,20001,0,1,60
8,2,2,3,14,20001,0,1,60
1,2,1,1,14,20001,0,1,60
8,2,1,3,14,20001,0,1,96
8,2,2,31,14,20009,0,1,96
1,2,1,42,15,20001,0,1,96
8,2,1,86,14,20001,0,1,60
1,2,1,24,14,20009,0,1,96
8,3,1,19,14,20009,0,0,96
8,2,2,8,15,20001,0,1,60
1,2,1,122,14,20009,0,1,96
1,3,1,9,14,20009,0,1,96
8,2,1,4,14,20009,0,1,96
1,2,2,20,14,20009,0,1,96
8,5,1,4,14,20001,1,1,96
8,3,1,0,14,20009,0,1,96
8,2,2,27,14,20009,0,1,96
1,2,1,1,14,20009,0,1,96
1,2,1,42,14,20009,0,1,96
1,2,1,7,14,20001,0,1,96
10,2,2,1,14,20009,0,1,96
1,1,2,3,15,20001,0,1,10
2,3,2,0,14,20009,0,1,96
6,3,1,0,14,20001,0,1,10
1,2,1,0,14,20009,0,1,96
1,2,2,0,14,20001,0,1,83
10,2,2,7,14,20009,0,1,96
1,3,1,4,14,20009,1,1,96
1,2,2,8,14,20009,0,1,96
6,2,1,1,14,20009,0,1,26
1,2,1,36,14,20009,0,0,96
6,4,1,3,14,20001,1,1,96
1,2,1,4,14,20001,0,1,96
1,2,1,2,14,20001,0,1,60
8,2,1,0,14,20009,1,1,96
8,2,2,4,14,20001,0,1,10
1,3,1,3,14,20009,0,1,96
6,3,2,0,14,20001,1,1,96
1,2,2,31,14,20009,0,0,96
1,2,2,3,14,20001,0,1,60
1,1,3,11,14,20001,1,1,10
1,3,1,0,14,20009,0,1,96
1,3,1,17,14,20001,0,1,96
6,2,1,2,14,20009,1,1,26
1,2,1,1,14,20009,1,1,96
1,2,1,65,14,20009,1,0,96
1,2,2,0,14,20009,1,1,96
1,2,1,36,14,20009,0,1,96
8,2,2,18,14,20001,0,0,83
1,2,1,0,14,20009,1,1,96
1,2,1,21,14,20001,1,1,80
8,2,2,18,14,20009,0,1,96
1,2,1,37,14,20001,0,1,10
8,3,1,8,14,20009,0,1,26
1,3,1,0,14,20009,0,1,96
1,2,2,8,14,20009,0,1,96
8,2,1,23,14,20001,0,0,96
8,3,1,11,14,20001,0,1,60
1,3,1,0,15,20009,1,1,96
1,2,1,4,14,20009,0,1,96
8,1,2,0,14,20009,0,1,96
1,2,1,0,14,20009,0,1,96
1,2,1,17,14,20009,0,0,96
8,4,1,17,14,20001,0,0,83
1,2,1,11,14,20001,0,1,60
1,2,1,6,14,20009,0,1,96
8,2,1,52,15,20001,0,1,96
1,2,1,88,14,20009,0,1,96
1,3,1,102,14,20001,0,0,96
1,4,1,0,14,20009,0,1,26
8,2,2,39,14,20001,0,1,60
1,2,1,1,14,20001,0,1,96
1,2,1,8,14,20009,0,1,96
1,3,1,0,14,20009,1,1,96
9,2,1,9,14,20009,0,1,96
11,3,1,3,14,20009,0,1,61
8,4,1,24,14,20001,0,1,60
1,3,1,0,14,20009,0,1,96
1,3,1,2,14,20001,0,1,60
11,1,2,3,14,20001,0,1,94
6,2,1,4,14,20009,1,1,96
1,2,1,60,14,20009,0,1,96
8,3,1,4,14,20001,0,1,96
8,6,1,10,14,20009,0,1,61
8,5,1,7,14,20001,0,1,83
1,2,2,14,14,20009,0,1,96
8,2,2,12,14,20001,0,1,60
1,1,2,1,14,20001,0,1,10
8,2,2,2,14,20001,0,1,96
1,5,1,10,14,20001,0,1,96
8,2,2,23,14,20001,0,1,83
8,2,2,5,14,20001,0,1,96
8,3,1,3,14,20009,0,1,96
8,2,2,1,14,20009,0,1,96
1,5,1,0,14,20001,0,1,96
8,3,1,40,14,20001,0,0,60
1,3,1,43,14,20001,1,1,60
1,2,1,40,14,20009,0,0,96
8,2,2,4,14,20001,0,1,96
1,3,1,15,14,20009,1,1,96
1,3,1,0,14,20009,0,1,96
8,3,1,5,14,20009,0,1,26
8,4,1,10,14,20001,0,1,96
9,3,1,1,14,20009,0,1,61
1,2,1,4,14,20009,1,1,96
8,2,2,7,14,20001,0,1,96
11,2,2,11,14,20001,0,1,83
8,2,2,3,14,20010,1,1,77
8,3,1,5,14,20009,1,1,96
2,2,2,0,14,20001,0,1,10
1,2,1,39,14,20001,0,0,96
8,3,1,28,14,20001,0,1,96
1,4,1,11,14,20009,0,1,61
1,2,1,11,15,20009,0,1,26
1,4,1,4,14,20009,0,1,26
11,4,1,3,14,20024,0,1,87
1,2,1,2,14,20024,1,1,87
1,2,1,1,14,20024,0,1,87
8,2,2,17,14,20024,1,1,87
1,3,1,11,14,20024,0,0,87
1,2,2,21,14,20024,0,1,87
1,2,1,2,14,20024,0,1,87
1,2,3,14,14,20024,0,1,87
1,2,1,2,14,20024,0,1,87
1,2,1,0,14,20024,0,1,87
1,2,1,0,14,20024,0,1,87
1,3,1,1,14,20024,1,1,87
2,2,2,2,14,20024,1,1,87
6,2,1,15,14,20024,0,1,87
1,2,1,12,14,20024,0,1,87
8,2,2,21,14,20024,1,1,87
1,2,2,11,14,20024,0,1,87
1,2,2,5,14,20024,0,1,87
8,2,1,59,14,20024,0,0,87
1,2,1,0,14,20024,1,1,87
1,2,1,117,15,20024,0,1,87
11,2,1,0,14,20024,1,1,87
8,2,2,41,14,20024,1,1,87
1,2,1,2,14,20024,0,1,87
8,2,2,36,14,20024,1,1,87
8,2,2,128,14,20024,1,1,87
1,2,2,0,14,20024,1,1,87
8,4,1,2,15,20024,1,1,87
1,3,1,17,14,20024,0,1,87
1,2,3,11,14,20024,0,1,87
8,2,2,0,14,20024,1,1,87
1,2,2,0,14,20024,0,1,87
1,2,2,2,14,20024,0,1,87
8,5,1,7,15,20024,1,1,87
1,3,1,8,14,20024,0,1,87
8,1,2,77,14,20024,1,1,87
10,2,2,1,14,20024,1,1,87
1,2,1,3,14,20024,0,1,87
1,2,1,31,14,20024,1,1,87
1,2,1,3,14,20024,0,1,87
8,2,2,3,14,20024,1,1,87
1,3,1,2,14,20024,0,1,87
1,2,3,5,14,20024,0,1,87
1,3,1,0,14,20024,0,1,87
1,2,1,6,14,20024,1,1,87
11,2,2,0,14,20024,1,1,87
1,2,2,5,14,20024,1,1,87
8,2,2,30,14,20024,0,1,87
1,3,1,2,14,20024,0,1,87
1,2,1,2,14,20024,1,1,87
1,2,3,1,14,20024,1,1,87
1,2,1,0,14,20003,1,1,87
8,4,1,4,15,20024,0,1,87
1,2,1,1,14,20024,0,1,87
1,3,1,12,14,20024,0,1,87
11,2,2,7,14,20024,0,1,87
8,2,2,46,14,20024,0,1,87
1,2,2,56,14,20024,0,1,87
11,2,2,0,14,20024,0,1,87
1,3,1,10,14,20024,0,1,87
1,2,2,38,14,20024,1,1,87
1,2,2,5,14,20024,1,1,87
1,2,1,35,14,20024,0,0,87
8,2,2,6,14,20024,0,1,87
1,2,1,1,14,20024,1,1,87
1,2,1,16,14,20024,0,0,87
1,2,2,5,14,20017,1,1,13
8,2,2,29,14,20017,0,1,74
1,2,1,27,14,20017,0,1,65
8,2,2,7,14,20018,0,1,102
1,4,1,0,14,20017,1,1,37
1,2,3,5,14,20017,0,1,13
1,2,2,1,14,20017,1,1,13
8,2,1,0,14,20017,0,1,65
1,1,1,4,14,20064,1,1,20
8,2,1,119,14,20017,0,1,74
1,6,1,0,14,20064,1,1,37
8,1,3,8,14,20017,0,1,74
8,2,2,0,14,20017,1,1,13
8,2,2,1,14,20017,0,1,65
8,2,2,5,14,20018,0,1,102
8,2,2,63,14,20017,0,1,74
8,2,2,11,14,20017,0,1,65
1,6,1,0,14,20017,0,1,37
8,2,2,0,14,20017,1,1,13
1,2,2,4,14,20017,1,1,13
2,2,2,10,14,20017,1,1,13
8,2,1,3,14,20017,0,1,65
8,5,2,0,14,20017,0,1,13
1,5,1,0,14,20017,0,1,37
1,2,1,0,14,20017,1,1,65
8,2,2,55,14,20017,0,1,65
8,5,1,0,14,20017,0,1,65
1,4,1,0,14,20017,0,1,65
1,6,2,0,14,20064,1,1,37
1,2,2,1,14,20017,1,1,13
1,2,2,5,14,20017,1,1,13
8,1,2,17,14,20017,0,1,65
2,2,2,15,14,20017,1,1,13
8,4,2,0,14,20017,1,1,13
1,2,1,14,14,20010,1,1,1
1,2,1,90,14,20011,0,1,78
1,2,1,9,14,20011,0,1,78
8,2,2,31,14,20011,0,0,78
8,2,1,8,14,20011,0,1,78
1,2,1,9,14,20011,1,1,1
1,2,2,41,15,20010,0,0,26
8,1,2,1,14,20011,0,1,1
1,2,1,0,14,20011,0,1,1
1,1,2,4,14,20011,0,1,1
8,2,1,20,14,20011,0,1,78
11,3,1,7,14,20011,1,1,1
1,2,1,7,14,20011,0,1,78
1,2,2,1,14,20011,0,1,1
1,2,1,0,14,20010,1,1,26
1,2,1,9,14,20010,0,1,78
1,2,1,3,14,20011,1,1,1
1,2,2,0,14,20011,0,1,1
1,2,1,0,14,20011,0,1,78
1,2,1,1,14,20010,0,1,1
8,2,2,17,14,20011,0,1,62
8,2,2,0,14,20011,1,1,78
8,2,2,6,14,20011,0,1,78
1,2,1,130,14,20011,1,1,62
1,2,1,0,14,20011,1,1,1
8,1,2,1,14,20010,0,1,78
1,2,1,0,14,20011,1,1,78
8,2,1,25,14,20011,0,0,78
8,2,2,1,14,20011,1,1,12
1,2,1,15,14,20011,0,1,78
1,1,2,1,14,20010,0,1,78
8,2,1,21,14,20011,1,1,62
8,2,2,57,14,20011,0,1,78
8,2,2,10,14,20011,0,1,78
8,2,2,49,14,20011,0,1,1
8,6,1,0,14,20011,1,1,1
8,4,1,8,15,20011,0,1,78
8,6,1,6,14,20011,0,1,1
8,2,2,45,14,20011,0,1,78
8,3,1,10,14,20011,0,1,78
8,2,2,2,14,20011,0,1,78
8,2,2,0,14,20011,1,1,78
1,2,2,23,14,20010,0,1,28
1,2,1,16,14,20010,0,1,26
8,2,2,0,14,20011,0,1,78
8,2,1,5,14,20011,0,1,78
1,4,1,9,14,20011,0,1,1
8,3,1,1,14,20011,0,1,78
8,2,2,6,14,20011,0,1,78
8,2,2,11,14,20011,1,1,1
1,2,1,10,14,20011,0,1,78
1,2,1,0,14,20011,0,1,78
1,2,1,54,14,20011,0,0,78
8,5,1,3,14,20011,0,1,12
8,2,2,10,14,20011,0,1,28
11,3,1,0,14,20011,0,1,78
8,3,2,2,14,20010,0,1,1
8,2,1,0,14,20011,0,1,62
8,2,2,7,14,20011,0,1,78
8,2,2,34,14,20011,0,1,78
8,2,1,21,14,20011,0,1,1
1,2,1,5,14,20011,0,1,78
8,2,2,32,14,20011,0,1,78
8,4,1,84,14,20011,0,0,78
8,2,2,75,14,20011,0,0,78
8,2,2,2,14,20011,1,1,78
4,2,2,3,14,20011,0,1,1
1,2,1,18,14,20011,1,1,1
1,2,1,1,14,20011,1,1,1
8,2,1,16,14,20011,0,1,1
1,2,1,72,14,20011,0,1,78
8,2,2,8,14,20011,0,1,1
8,2,1,24,14,20011,0,0,78
1,2,1,2,14,20010,0,1,1
8,1,2,0,14,20011,0,1,78
1,2,2,10,14,20011,0,1,1
1,2,1,2,14,20011,0,1,78
8,2,2,0,14,20011,0,1,12
8,2,1,3,14,20011,0,1,78
1,1,2,4,14,20010,0,1,78
1,2,1,5,14,20011,0,1,1
8,1,2,3,14,20010,0,1,78
8,2,1,22,14,20011,0,1,78
8,2,2,4,14,20011,0,1,78
8,2,2,3,14,20011,0,1,78
1,2,2,1,14,20011,0,1,1
1,2,1,6,14,20011,0,1,78
8,5,1,3,14,20011,0,1,1
8,1,2,36,15,20011,1,0,1
8,2,2,25,14,20011,0,1,78
2,2,1,89,14,20011,0,0,78
8,1,2,4,14,20010,0,1,78
