name,host_id,host_name,host_since,property_type,price,price_range,room_type,number_of_reviews,smart_location,zipcode,host_identity_verified,host_is_superhost,neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,is_location_exact,accommodates,bathrooms,bedrooms,beds,weekly_price,monthly_price,security_deposit,guests_included,minimum_nights,maximum_nights,availability_365,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,city,state,bed_type,cleaning_fee,extra_people,calendar_last_scraped
City Sanctuary,1646716,Anna,1/24/12,8,72,2,2,23,14,20017,0,1,13,1,1,1,0,2,1,1,1,0,0,100,1,2,1125,354,6/25/13,8/7/15,3,93,10,10,1,2,0,0,1,0.83,Washington,DC,Real Bed,30,0,10/3/15
Cozy Room in Nations Capitol,17362695,Sue,6/28/14,8,175,3,2,0,14,20018,1,1,13,1,1,1,0,1,1,1,1,0,0,0,1,1,1125,365,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Clean & comfy & close to metro,419492,Brian,3/2/11,8,55,2,2,13,14,20017,0,1,13,4,4,1,0,2,1,1,1,0,0,0,1,2,14,59,8/10/15,9/28/15,4,94,10,10,1,2,0,0,1,7.09,Washington,DC,Real Bed,0,0,10/3/15
Cozy Room in Renovated DC Rowhouse,3331633,Joe,8/21/12,8,60,2,2,19,14,20018,0,1,11,4,4,1,0,2,1,1,1,350,1300,0,1,2,1125,358,4/29/15,9/28/15,4,82,9,9,1,2,0,0,4,3.61,Washington,DC,Futon,0,25,10/3/15
1 bedrm Private Apt 1 blk to Metro,3485360,Thomas & Nak,9/5/12,1,65,2,1,32,14,20018,0,1,11,3,3,1,0,2,1,1,1,455,1490,300,0,2,1125,326,9/6/14,9/26/15,4,86,9,9,1,3,0,0,3,2.44,Washington,DC,Real Bed,60,0,10/3/15
Private basement apt close to all!,10603307,Johanna,12/13/13,8,105,2,1,47,14,20017,0,0,13,1,1,1,0,5,1,1,4,650,0,0,3,2,1125,275,2/18/14,4/12/15,2,97,10,10,1,2,0,0,1,2.38,Washington,DC,Real Bed,0,20,10/3/15
"""Charming English Studio_Bike Tour""",15744022,Khuyay,5/19/14,2,98,2,1,12,14,20018,0,1,11,1,1,1,0,3,1,0,2,680,1800,0,1,2,1125,344,6/27/14,9/4/15,4,93,10,10,1,2,0,0,1,0.78,Washington,DC,Real Bed,0,20,10/3/15
"Beds for 9, 2 blocks to Metro!",39398371,Robert,7/24/15,8,155,3,1,1,14,20017,1,1,13,1,1,1,0,9,2.5,4,6,945,0,150,1,1,1125,45,8/5/15,8/5/15,3,80,8,4,1,1,0,0,1,0.5,Washington,DC,Real Bed,50,0,10/3/15
Large and modern APT with parking,31038775,Lung,4/11/15,1,84,2,1,1,14,20018,0,1,59,1,1,1,0,4,1,1,1,549,1599,0,2,2,3,336,7/7/15,7/7/15,3,80,8,8,0,2,0,0,1,0.34,Washington,DC,Real Bed,40,10,10/3/15
Spacious 1BR in quiet neighborhood,5520471,Ryan,3/18/13,8,95,2,1,54,14,20018,0,0,59,1,1,1,0,4,1,1,2,520,0,0,4,1,1125,147,2/23/14,9/21/15,4,97,10,10,1,1,0,0,1,2.76,Washington,DC,Real Bed,15,10,10/3/15
Brookland Apartment 3,28827689,Carolyn,3/5/15,1,89,2,2,4,14,20017,1,1,13,23,23,1,0,2,1,1,1,0,0,0,1,1,1125,275,4/14/15,8/8/15,3,100,10,10,1,3,0,0,23,0.69,Washington,DC,Real Bed,0,0,10/3/15
MONROE HOUSE: 2bds in Arts District,3725621,Rosie & Donald,10/1/12,8,200,3,1,5,14,20017,0,1,13,2,2,1,0,4,1.5,2,3,1250,4500,250,4,3,14,258,7/28/14,6/15/15,3,84,10,8,1,1,0,0,1,0.35,Washington,DC,Real Bed,100,30,10/3/15
Comfort & Convenience: metro 3 blks,3146595,Danielle,8/3/12,8,100,2,1,6,14,20017,1,1,13,1,1,1,0,2,1,0,1,675,1900,400,1,2,1125,125,7/1/15,9/26/15,4,93,10,10,1,2,0,0,1,1.89,Washington,DC,Real Bed,40,0,10/3/15
Walk to Papal Mass @ Basilica,43498656,Martha,9/6/15,1,225,3,1,0,14,20017,1,1,13,1,1,1,0,6,1,2,3,0,0,150,6,1,30,154,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,25,25,10/3/15
$1350 / 1br - 530ft2 - Summer rent,2612551,Gustavo,6/12/12,1,45,1,1,0,14,20018,0,1,13,1,1,1,0,2,1,1,1,0,1350,0,1,1,1125,131,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,100,0,10/3/15
Penthouse Victorian Suite Heart DC,9770738,Dexter,11/2/13,1,125,2,1,2,14,20018,1,1,13,1,1,1,0,5,1,1,2,780,2750,200,2,2,1125,365,4/13/15,5/19/15,2,90,9,8,1,3,0,0,1,0.34,Washington,DC,Real Bed,50,40,10/3/15
Spacious Victorian in Brookland,9487519,A,10/17/13,8,599,6,1,0,14,20017,1,1,13,1,1,1,0,12,3.5,4,7,0,0,0,1,1,1125,2,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Brookland Apartment 7,28827689,Carolyn,3/5/15,1,89,2,2,3,14,20017,1,1,13,23,23,1,0,2,1,1,2,0,0,0,1,1,1125,275,4/26/15,8/1/15,3,93,9,9,1,3,0,0,23,0.56,Washington,DC,Real Bed,0,0,10/3/15
Pope/Monastery- Apt. Brookland/CUA,40187370,Jacalyn,8/1/15,8,120,2,1,0,14,20017,0,1,13,1,1,1,0,2,1,1,1,0,0,300,1,3,14,365,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,40,0,10/3/15
4 bedroom modernist home near metro,4607620,Jess,1/6/13,8,225,3,1,8,14,20017,0,1,13,1,1,1,0,10,4.5,4,4,1100,0,0,6,2,10,108,7/20/13,8/9/15,3,100,10,10,1,2,0,0,1,0.3,Washington,DC,Real Bed,75,25,10/2/15
Sunny Apt in Brookland,7495211,Kate And Dolph,7/15/13,8,110,2,1,39,14,20017,0,0,13,1,1,1,0,4,1,1,2,620,0,0,2,2,1125,38,4/15/15,9/21/15,4,95,10,10,1,2,0,1,1,6.8,Washington,DC,Real Bed,25,0,10/2/15
Pope within walking distance! (FR),43292383,Troy,9/3/15,8,185,3,2,0,14,20018,1,1,13,3,3,1,0,2,1,1,1,0,0,0,1,1,1125,3,0,0,0,0,0,0,1,1,0,0,3,0,Washington,DC,Real Bed,0,0,10/2/15
NEW! Brookland Cottage,19830947,Andrew&Jennifer,8/11/14,8,105,2,1,30,14,20018,0,1,13,1,1,1,0,4,1,1,1,0,0,0,2,2,1125,189,2/19/15,9/13/15,4,95,10,10,1,2,0,0,1,3.96,Washington,DC,Real Bed,75,10,10/2/15
Row House in NE DC,6040794,Paige And Sebastien,4/22/13,11,65,2,2,57,14,20018,0,1,11,2,2,1,0,2,1,1,1,400,1000,0,2,2,1125,330,3/7/14,9/29/15,4,97,10,10,1,2,0,0,2,2.97,Washington,DC,Real Bed,0,15,10/3/15
Basement Sudio Apartment in NE DC,906927,Kristen,8/2/11,8,80,2,1,67,14,20018,0,1,102,3,3,1,0,5,1,0,3,500,1350,0,4,1,1125,6,1/20/14,9/16/15,4,93,10,9,1,2,0,0,3,3.23,Washington,DC,Real Bed,0,15,10/2/15
Spacious 1 Bedroom Unit,19752925,Valerie,8/9/14,8,75,2,2,22,14,20018,0,1,102,1,1,1,0,2,1,1,1,390,1200,0,2,2,90,66,4/5/15,9/18/15,4,95,10,10,1,2,0,0,1,3.63,Washington,DC,Real Bed,0,20,10/2/15
Private Furnished Rm Shared Bath NE,7128900,Jenny,6/26/13,1,50,1,2,2,15,20018,0,1,43,2,2,1,0,1,1,1,1,320,900,500,1,1,1125,354,8/2/15,8/15/15,3,100,10,10,1,3,0,0,2,0.95,"Washington, D.C.",DC,Real Bed,100,40,10/2/15
华府休闲站,25057537,华府休闲站,12/21/14,8,268,4,1,1,14,20018,0,1,43,1,1,1,0,5,2.5,3,3,1580,0,0,1,1,1125,365,3/25/15,3/25/15,2,0,0,0,1,3,0,0,1,0.16,Washington,DC,Real Bed,20,0,10/2/15
Entire 2 Story Loft Apartment Space,1358052,Briana,11/1/11,9,75,2,1,43,14,20018,0,1,43,1,1,1,0,3,1,1,1,0,0,0,1,1,14,194,11/19/13,3/7/15,2,87,9,8,1,3,0,0,1,1.89,Washington,DC,Real Bed,20,10,10/2/15
Spacious Townhome Yard Deck Parking,28377750,Natalie,2/26/15,8,500,5,1,0,14,20018,1,1,43,1,1,1,0,10,4,4,7,3000,0,500,1,2,1125,363,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Cozy Private Room with Parking,19603390,Jennifer,8/7/14,8,85,2,2,3,14,20018,1,1,43,1,1,1,0,1,1,1,1,625,0,0,1,1,1125,365,5/17/15,5/21/15,2,100,10,10,1,1,0,0,1,0.64,Washington,DC,Real Bed,0,0,10/2/15
Art Hub in N.E. DC: Cutie on Quincy,906927,Kristen,8/2/11,8,68,2,2,135,14,20018,0,1,102,3,3,1,0,4,1,1,3,0,1300,0,2,1,1125,167,10/29/13,9/22/15,4,94,10,9,1,2,0,0,3,5.74,Washington,DC,Real Bed,0,8,10/3/15
Brookland Single Family Home,43863071,John,9/10/15,8,250,3,1,0,14,20018,1,1,102,1,1,1,0,5,2,3,3,0,0,0,1,3,1125,0,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Guest room in cute craftsman home,2853491,Jeffrey,7/6/12,8,43,1,2,1,14,20018,0,1,102,1,1,1,0,1,1.5,1,1,260,950,0,1,3,21,98,9/11/15,9/11/15,4,100,10,10,1,2,0,0,1,1,Washington,DC,Real Bed,20,15,10/3/15
Charming Guest Suite w/ Jacuzzi Tub,37369540,Randi,7/2/15,8,65,2,1,1,14,20018,1,1,102,1,1,1,0,4,1,0,2,390,1415,0,2,2,1125,63,9/29/15,9/29/15,4,100,0,0,1,1,0,0,1,1,Washington,DC,Real Bed,35,10,10/3/15
2 LEVELS to your self/Lrg Backyard!,24491939,Randy,12/4/14,8,125,2,1,18,14,20018,0,1,102,2,2,1,0,8,1,3,4,0,0,100,4,2,1125,159,5/14/15,9/27/15,4,98,10,10,1,2,0,0,1,3.78,Washington,DC,Real Bed,120,15,10/2/15
AFFORDABLE DC GET AWAY,1105484,David,9/3/11,1,90,2,1,46,11,20712,0,0,102,1,1,1,0,4,1,1,2,550,1250,0,2,1,1125,283,4/22/14,8/27/15,3,96,10,10,1,2,0,0,1,2.6,Mount Rainier,MD,Real Bed,20,15,10/3/15
Lovely fully furnished home in DC,36079522,Julie,6/17/15,8,90,2,1,0,14,20018,0,1,102,1,1,1,0,3,2.5,2,2,600,2500,0,1,3,1125,82,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,135,0,10/3/15
Private Furnished Rm | Parking | NE,7128900,Jenny,6/26/13,8,50,1,2,2,14,20018,0,1,43,2,2,1,0,1,1,1,1,320,910,500,1,1,2000,354,9/29/14,12/31/14,1,100,10,10,1,3,0,0,2,0.16,Washington,DC,Real Bed,100,0,10/2/15
A beautiful apartment in Washington,35213861,Carolina,6/7/15,1,130,2,1,0,14,20007,1,1,49,2,2,1,0,2,1,1,1,600,0,0,1,1,1125,89,0,0,0,0,0,0,0,2,0,0,2,0,Washington,DC,Pull-out Sofa,0,0,10/3/15
Beautiful share apartment,35213861,Carolina,6/7/15,1,104,2,3,2,14,20007,1,1,49,2,2,1,0,1,1,1,1,0,0,0,1,1,1125,365,6/18/15,7/20/15,3,100,10,10,1,2,0,0,2,0.56,Washington,DC,Pull-out Sofa,0,15,10/3/15
Nice and Convenient Place in DC !!,617124,Maria-Fernanda,5/23/11,1,155,3,1,9,14,20016,0,1,66,1,1,1,0,4,1,1,1,1250,3500,500,1,2,14,362,5/20/12,8/23/15,3,88,8,8,0,3,0,0,1,0.22,Washington,DC,Real Bed,70,0,10/3/15
Georgetown´s quiet neighbor! 1BD,11332559,Jafte,1/15/14,1,89,2,1,2,14,20007,0,1,49,1,1,1,0,2,1,1,1,0,1900,1300,2,14,1125,165,6/28/15,8/2/15,3,100,10,10,1,3,0,0,1,0.61,Washington,DC,Real Bed,55,25,10/3/15
"Cozy apartment in NW, DC",14836931,Kathryn& Morgan,4/28/14,1,130,2,1,13,14,20007,1,1,49,1,1,1,0,5,1,2,2,0,0,0,1,1,1125,353,12/28/14,9/2/15,4,86,8,8,1,1,0,0,1,1.39,Washington,DC,Real Bed,0,0,10/3/15
Georgetown One Bedroom,18792908,Peter,7/24/14,1,55,2,1,1,14,20007,1,1,15,2,2,1,0,2,1,1,1,0,0,0,1,2,1125,14,9/11/15,9/11/15,4,80,10,8,0,1,0,0,2,1,Washington,DC,Real Bed,0,0,10/3/15
"Cozy, Cheery in Georgetown",17477288,Sunday,6/30/14,1,100,2,2,1,14,20007,0,1,49,2,2,1,0,4,2,1,1,0,0,300,4,1,1125,238,4/30/15,4/30/15,2,100,8,10,1,1,0,0,2,0.19,Washington,DC,Real Bed,55,20,10/3/15
Mansion in Georgetown,44658525,Doulat,9/20/15,8,2000,6,1,0,14,20007,1,1,49,2,2,1,0,12,6,6,6,6900,19000,0,1,1,1125,360,0,0,0,0,0,0,1,1,0,0,2,0,Washington,DC,Real Bed,0,0,10/3/15
English basem 1BR near DC Cathedral,6865975,Michelle,6/11/13,1,125,2,1,0,14,20016,0,1,19,1,1,1,0,2,1,1,1,0,0,0,1,2,1125,0,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
DC.SKY A Panoramic Luxury Penthouse,240675,Kris,9/20/10,1,148,2,1,82,14,20007,0,1,19,3,3,1,0,5,1,1,2,1208,4500,200,4,2,30,349,5/15/12,8/24/15,3,94,9,9,1,3,0,0,2,1.99,Washington,DC,Real Bed,50,30,10/3/15
Condo in Cathedral Heights,19056940,Bretton,7/28/14,1,100,2,1,6,14,20016,0,1,19,1,1,1,0,2,1,0,1,0,0,0,1,1,1125,62,9/21/14,12/11/14,1,100,10,10,1,1,0,0,1,0.48,Washington,DC,Real Bed,50,0,10/3/15
Quiet Comfort near Nat'l Cathedral,32015,Teresa,8/16/09,8,69,2,2,18,14,20007,0,1,19,4,4,1,0,3,1.5,1,1,450,1600,0,1,1,365,117,5/1/11,9/27/15,4,90,9,9,0,3,1,1,4,0.33,Washington,DC,Real Bed,15,25,10/3/15
Cozy comfort and convenience in DC,3765717,Jane,10/5/12,8,99,2,2,129,14,20007,0,0,49,1,1,1,0,6,2.5,1,4,0,0,0,2,1,30,329,1/20/13,9/20/15,4,96,10,10,1,2,0,0,1,3.92,Washington,DC,Real Bed,25,35,10/3/15
Spacious Loft in Georgetown,21886150,Annie,9/28/14,8,50,1,2,3,14,20007,1,1,19,1,1,1,0,1,1,1,1,0,0,0,1,1,1125,29,12/15/14,12/26/14,1,93,9,9,1,2,0,0,1,0.31,Washington,DC,Real Bed,25,0,10/3/15
Cathedral OASIS-Rest & relax!!,19136809,Claire,7/29/14,1,175,3,1,5,14,20007,0,1,49,2,2,1,0,4,1,1,2,775,2375,0,1,2,365,338,5/4/15,6/7/15,3,100,10,10,1,3,0,0,2,0.98,Washington,DC,Real Bed,15,20,10/3/15
"Large, Sunny Bedroom & Private Bath",37486005,Kay,7/4/15,8,150,2,2,1,14,20007,0,1,49,2,2,1,0,2,1,1,1,0,0,0,2,1,1125,44,8/20/15,8/20/15,3,100,10,10,1,1,0,0,2,0.67,Washington,DC,Real Bed,0,0,10/3/15
1 BR next to National Cathedral!,40046641,Suite,7/30/15,1,79,2,1,3,14,20016,0,1,24,8,8,1,0,2,1,1,1,0,0,100,2,1,1125,345,9/9/15,9/16/15,4,90,9,9,1,3,0,0,8,3,Washington,DC,Real Bed,75,19,10/3/15
Need a replacement roommate,23462479,Jordan,11/7/14,1,900,6,2,0,14,20016,1,1,24,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,294,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Cathedral OASIS-Bonne nuit in DC!!!,19136809,Claire,7/29/14,1,65,2,2,3,14,20007,0,1,49,2,2,1,0,2,1,1,2,455,1375,0,1,3,134,342,12/7/14,6/2/15,3,100,10,10,1,3,0,0,2,0.3,Washington,DC,Real Bed,25,20,10/3/15
Luxury Apt exclusive Summer,16398488,Bivi,6/4/14,1,150,2,3,0,14,20016,1,1,98,1,1,1,0,1,1.5,1,2,0,0,0,1,1,1125,365,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Cozy Condo in Georgetown/Glover Pk,17477288,Sunday,6/30/14,1,170,3,1,23,14,20007,0,1,49,2,2,1,0,8,2,2,3,1100,3900,300,4,1,380,333,9/17/14,9/25/15,4,86,9,8,1,3,0,0,2,1.81,Washington,DC,Real Bed,150,10,10/3/15
Private room near Georgetown in DC,20723518,Alberto,8/30/14,1,90,2,2,3,14,20007,0,1,49,1,1,1,0,2,1,1,1,480,1700,100,1,1,30,355,7/2/15,8/30/15,3,93,10,10,1,3,0,0,1,0.96,Washington,DC,Real Bed,0,45,10/3/15
Glover Park DC Condo /Share!,2838319,Curt,7/5/12,1,89,2,2,6,14,20007,0,1,49,1,1,1,0,1,1,1,1,422,0,0,1,2,5,363,6/18/14,7/5/15,3,100,10,10,0,2,0,0,1,0.38,Washington,DC,Real Bed,20,0,10/3/15
English Basement Unit - Glover Park,5816475,Yuuki,4/7/13,11,80,2,2,5,14,20007,0,1,49,2,2,1,0,2,1,1,1,500,1500,0,1,3,14,80,7/28/14,8/24/15,3,96,10,10,1,2,0,0,2,0.35,Washington,DC,Real Bed,25,0,10/3/15
Private room in Georgetown,17182649,Mireia,6/24/14,8,60,2,2,2,14,20007,0,1,49,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,287,1/2/15,1/8/15,1,100,10,10,1,1,0,0,1,0.22,Washington,DC,Real Bed,0,0,10/3/15
Close to Georgetown,16155843,Carmen,5/30/14,1,69,2,2,7,14,20016,0,1,19,2,2,1,0,2,1,1,1,484,1700,200,1,6,28,182,6/30/14,7/6/15,3,93,10,10,1,2,0,0,1,0.46,Washington,DC,Real Bed,40,0,10/3/15
Comfortable Room in Tenleytown/AU,2084250,Mariel,4/6/12,1,50,1,2,5,14,20016,1,1,24,2,2,1,0,1,1,1,1,350,1375,100,2,2,1125,304,6/15/15,7/31/15,3,76,6,7,1,3,0,0,2,1.35,Washington,DC,Real Bed,35,15,10/3/15
Bright & Spacious Room-Glover Park,20077770,Katy And Chadd,8/15/14,1,57,2,2,1,14,20007,0,1,49,1,1,1,0,3,1,1,1,0,0,0,1,1,5,72,8/23/15,8/23/15,3,100,10,10,1,1,0,0,1,0.71,Washington,DC,Real Bed,20,10,10/2/15
Modern Georgetown retreat,14764323,Sandra,4/26/14,8,139,2,1,12,14,20007,0,1,49,1,1,1,0,2,1,0,1,0,0,0,2,2,5,330,3/29/15,9/21/15,4,100,10,10,1,1,0,0,1,1.9,Washington,DC,Real Bed,25,100,10/2/15
A touch of paradise in DC,5301690,Stacy,3/3/13,1,100,2,2,0,14,20016,1,1,19,1,1,1,0,2,2,1,2,575,0,0,1,1,1125,365,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Georgetown Condo,4744906,Abdullah,1/17/13,1,80,2,1,0,14,20007,0,1,49,1,1,1,0,2,1,0,2,0,0,0,1,1,1125,286,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Cute & Cozy Condo in Glover Park,25708632,Meg,1/6/15,6,90,2,1,4,14,20007,0,1,49,1,1,1,0,2,1,1,1,565,0,350,1,2,14,263,7/5/15,8/10/15,3,100,10,10,1,2,0,0,1,1.32,Washington,DC,Real Bed,0,0,10/2/15
Amazing studio apt in Washington DC,12062456,Cecilia,2/8/14,1,95,2,1,32,14,20016,0,1,98,1,1,1,0,4,1,0,2,650,1850,100,2,1,1125,314,3/17/14,9/11/15,4,99,10,10,0,2,0,0,1,1.7,Washington,DC,Real Bed,60,20,10/2/15
Sanctuary near Cathedral,32015,Teresa,8/16/09,1,113,2,1,237,14,20007,0,1,19,4,4,1,0,6,1,1,4,1000,0,0,4,1,365,131,1/12/10,9/25/15,4,93,9,9,0,3,1,1,4,3.4,Washington,DC,Real Bed,75,35,10/3/15
Spacious First Floor,44658525,Doulat,9/20/15,8,450,5,1,0,14,20007,1,1,49,2,2,1,0,5,2,1,2,1600,6000,0,1,1,1125,365,0,0,0,0,0,0,1,1,0,0,2,0,Washington,DC,Real Bed,50,0,10/3/15
Steps to Georgetown and American U!,53023,Sarah,11/10/09,1,115,2,1,8,14,20007,0,1,49,1,1,1,0,4,1,1,1,675,0,100,2,1,7,365,5/17/14,5/18/15,2,90,9,9,1,3,0,0,1,0.48,Washington,DC,Real Bed,100,15,10/2/15
Peaches & Cream near Cathedral,32015,Teresa,8/16/09,8,69,2,2,8,14,20007,0,1,19,4,4,1,0,2,1.5,1,1,450,1750,0,1,1,365,76,3/12/10,9/25/15,4,94,10,9,0,3,1,1,4,0.12,Washington,DC,Real Bed,15,25,10/2/15
SUNNY SPACIOUS 1 BD IN GLOVER PARK,13085755,Vic,3/13/14,1,80,2,1,0,14,20007,1,1,49,1,1,1,0,3,1,1,1,0,1800,0,1,1,120,293,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Gorgeous and cheap 1 bed 1 bath!!!,24917034,Jorge Mariano,12/16/14,1,120,2,1,2,14,20016,0,1,24,1,1,1,0,3,1,1,3,750,2500,0,1,7,1125,263,3/14/15,3/31/15,2,100,10,8,0,2,0,0,1,0.29,Washington,DC,Real Bed,0,0,10/2/15
The Loft near National Cathedral,32015,Teresa,8/16/09,8,69,2,2,43,14,20007,0,1,19,4,4,1,0,3,1.5,1,1,435,1500,0,1,1,365,241,3/24/10,5/29/15,2,91,9,9,0,3,1,1,4,0.64,Washington,DC,Real Bed,15,25,10/2/15
Charismatic Apartment in NW DC,12658882,Abu,2/28/14,1,99,2,1,7,14,20016,1,1,19,1,1,1,0,3,1,1,2,600,2200,0,1,10,60,85,8/17/14,8/28/15,3,97,10,10,1,1,0,0,1,0.51,Washington,DC,Real Bed,0,0,10/2/15
"Apt in Glover Park, near Georgetown",4455053,Samuel,12/20/12,1,95,2,1,13,14,20007,0,1,49,1,1,1,0,4,1,1,1,550,1900,0,2,7,30,0,1/22/13,7/1/15,3,95,10,9,1,3,0,0,1,0.4,Washington,DC,Real Bed,0,20,10/2/15
Cozy 500sqf Studio 4 ST stay,43883292,John,9/10/15,1,68,2,1,0,14,20007,0,1,49,1,1,1,0,2,1,0,2,420,1525,100,1,7,1125,39,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,50,0,10/2/15
Spacious pad w/ panoramic DC view,4143940,Melinda,11/13/12,1,100,2,1,1,14,20007,0,1,49,2,2,1,0,4,1,1,2,600,2000,0,1,3,1125,47,7/28/15,7/28/15,3,100,10,10,1,1,0,0,1,0.44,Washington,DC,Real Bed,0,0,10/2/15
Spacious 1BR near Nation. Cathedral,1155758,Zina,9/14/11,1,140,2,1,1,14,20016,0,1,24,1,1,1,0,2,1,1,1,0,0,0,1,3,10,7,7/8/15,7/8/15,3,80,10,8,1,2,0,0,1,0.34,Washington,DC,Real Bed,72,0,10/2/15
"Airy, Spacious, 1bdr Apartment",28915174,Luda,3/7/15,1,105,2,1,7,14,20016,0,1,24,1,1,1,0,3,1,1,1,650,2300,100,2,1,1125,347,3/14/15,9/27/15,4,91,10,9,1,2,0,0,1,1.03,Washington,DC,Real Bed,50,10,10/3/15
Glover Park Large One Bedroom,4040630,Claire,11/2/12,1,67,2,1,0,14,20007,1,1,49,1,1,1,0,2,1,1,1,0,0,100,1,2,1125,46,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
3BR Upper Georgetown TownHouse,13606800,Elizabeth,3/27/14,11,400,5,1,0,14,20007,0,1,49,1,1,1,0,7,1,3,4,2400,0,200,6,1,25,39,0,0,0,0,0,0,0,1,0,0,1,0,Washington,DC,Real Bed,50,50,10/3/15
Beautiful Studio near Georgetown,41164360,Derek,8/11/15,1,75,2,1,2,14,20007,0,1,49,1,1,0,0,3,1,0,1,500,0,0,1,1,4,329,9/23/15,9/27/15,4,100,10,10,1,1,0,0,1,2,Washington,DC,Real Bed,5,0,10/3/15
Beautiful Garden Suite,37486005,Kay,7/4/15,1,150,2,1,0,14,20007,0,1,49,2,2,1,0,2,1,1,1,0,0,0,1,1,1125,0,0,0,0,0,0,0,1,1,0,0,2,0,Washington,DC,Real Bed,30,15,10/2/15
Charming & Cozy Studio with Balcony,33221418,Flatbook,5/12/15,1,110,2,1,0,14,20016,0,1,98,41,41,1,0,2,1,0,1,0,0,300,1,3,1125,0,0,0,0,0,0,0,1,2,0,0,2,0,Washington,DC,Real Bed,95,0,10/2/15
Big Sunny Townhouse in Glover Park,5816475,Yuuki,4/7/13,8,150,2,1,2,14,20007,0,1,49,2,2,1,0,5,2,3,3,1071,0,0,1,2,10,171,6/6/15,9/28/15,4,100,10,10,1,2,0,0,2,0.5,Washington,DC,Real Bed,50,0,10/2/15
Heart Of DC Largest Studio Around,32453858,Jared,5/2/15,1,64,2,1,1,14,20016,0,1,24,1,1,1,0,3,1,0,1,0,0,0,1,4,1125,24,8/8/15,8/8/15,3,0,0,0,0,3,0,0,1,0.53,Washington,DC,Real Bed,25,0,10/2/15
Huge Studio,7365758,Georgina,7/8/13,1,200,3,1,2,14,20007,1,1,49,1,1,1,0,2,1,0,1,525,1760,95,1,3,60,320,5/22/15,6/11/15,3,100,10,10,0,2,0,0,1,0.44,Washington,DC,Real Bed,0,0,10/3/15
Spacious Studio - Glover Park,4783379,Kashmira,1/20/13,1,70,2,1,2,14,20007,0,1,49,1,1,1,0,2,1,0,1,400,1440,250,1,1,1125,141,8/8/15,8/23/15,3,90,10,9,1,1,0,0,1,1.05,Washington,DC,Real Bed,50,10,10/3/15
Spacious studio in Cleveland Park,13988289,Chelsea,4/7/14,1,97,2,1,1,14,20008,0,1,24,1,1,1,0,2,1,0,1,0,0,0,1,1,1125,77,9/26/15,9/26/15,4,100,10,10,1,1,0,0,1,1,Washington,DC,Real Bed,25,0,10/3/15
Charming Apt. 2 Blocks from metro!,12696647,Lee-Ann,3/1/14,1,125,2,1,0,14,20008,0,1,101,3,3,1,0,2,1,1,1,0,0,300,1,1,1125,309,0,0,0,0,0,0,1,2,0,0,2,0,Washington,DC,Real Bed,75,25,10/2/15
Amazing Location in Woodley Park!,23535589,Stacey,11/9/14,11,400,5,1,28,14,20008,1,0,101,1,1,1,0,9,2.5,4,5,2500,8000,300,9,2,1125,307,1/6/15,9/19/15,4,98,10,10,1,3,0,0,1,3.1,Washington,DC,Real Bed,220,300,10/2/15
Studio apartment near metro,43899206,Brian,9/10/15,1,54,2,1,0,14,20008,1,1,24,1,1,1,0,1,1,0,1,0,0,0,1,1,1125,0,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Airbed,0,0,10/2/15
"Heart of DC - Walk, Bus, Metro!",8113964,Wendy,8/12/13,1,75,2,2,26,15,20008,0,1,101,2,2,1,0,1,1,1,1,0,0,150,1,1,1125,340,10/4/13,9/29/15,4,93,9,8,1,2,1,1,2,1.07,"Washington, D.C.",DC,Real Bed,10,0,10/2/15
